
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
19:00:00;150;Réelle
18:30:00;146;Réelle
18:00:00;142;Réelle
17:30:00;150;Réelle
17:00:00;136;Réelle
16:30:00;144;Réelle
16:00:00;138;Réelle
15:30:00;142;Réelle
15:00:00;142;Réelle
14:30:00;140;Réelle
14:00:00;150;Réelle
13:30:00;136;Réelle
13:00:00;150;Réelle
12:30:00;144;Réelle
12:00:00;144;Réelle
11:30:00;148;Réelle
11:00:00;138;Réelle
10:30:00;148;Réelle
10:00:00;132;Réelle
09:30:00;140;Réelle
09:00:00;140;Réelle
08:30:00;140;Réelle
08:00:00;150;Réelle
07:30:00;136;Réelle
07:00:00;148;Réelle
06:30:00;144;Réelle
06:00:00;142;Réelle
05:30:00;148;Réelle
05:00:00;132;Réelle
04:30:00;142;Réelle
04:00:00;136;Réelle
03:30:00;140;Réelle
03:00:00;148;Réelle
02:30:00;140;Réelle
02:00:00;148;Réelle
01:30:00;142;Réelle
01:00:00;146;Réelle
00:30:00;148;Réelle

19/08/2021;;
00:00:00;140;Réelle
23:30:00;150;Réelle
23:00:00;134;Réelle
22:30:00;142;Réelle
22:00:00;142;Réelle
21:30:00;134;Réelle
21:00:00;146;Réelle
20:30:00;140;Réelle
20:00:00;146;Réelle
19:30:00;146;Réelle
19:00:00;138;Réelle
18:30:00;150;Réelle
18:00:00;136;Réelle
17:30:00;150;Réelle
17:00:00;142;Réelle
16:30:00;136;Réelle
16:00:00;142;Réelle
15:30:00;130;Réelle
15:00:00;146;Réelle
14:30:00;142;Réelle
14:00:00;142;Réelle
13:30:00;150;Réelle
13:00:00;136;Réelle
12:30:00;150;Réelle
12:00:00;140;Réelle
11:30:00;144;Réelle
11:00:00;146;Réelle
10:30:00;132;Réelle
10:00:00;140;Réelle
09:30:00;140;Réelle
09:00:00;146;Réelle
08:30:00;148;Réelle
08:00:00;136;Réelle
07:30:00;152;Réelle
07:00:00;138;Réelle
06:30:00;152;Réelle
06:00:00;146;Réelle
05:30:00;136;Réelle
05:00:00;144;Réelle
04:30:00;130;Réelle
04:00:00;152;Réelle
03:30:00;142;Réelle
03:00:00;146;Réelle
02:30:00;150;Réelle
02:00:00;138;Réelle
01:30:00;150;Réelle
01:00:00;140;Réelle
00:30:00;148;Réelle

18/08/2021;;
00:00:00;148;Réelle
23:30:00;146;Réelle
23:00:00;152;Réelle
22:30:00;142;Réelle
22:00:00;158;Réelle
21:30:00;152;Réelle
21:00:00;152;Réelle
20:30:00;158;Réelle
20:00:00;140;Réelle
19:30:00;160;Réelle
19:00:00;142;Réelle
18:30:00;142;Réelle
18:00:00;146;Réelle
17:30:00;132;Réelle
17:00:00;146;Réelle
16:30:00;134;Réelle
16:00:00;140;Réelle
15:30:00;148;Réelle
15:00:00;136;Réelle
14:30:00;148;Réelle
14:00:00;140;Réelle
13:30:00;148;Réelle
13:00:00;146;Réelle
12:30:00;140;Réelle
12:00:00;146;Réelle
11:30:00;130;Réelle
11:00:00;142;Réelle
10:30:00;136;Réelle
10:00:00;146;Réelle
09:30:00;148;Réelle
09:00:00;138;Réelle
08:30:00;150;Réelle
08:00:00;138;Réelle
07:30:00;150;Réelle
07:00:00;140;Réelle
06:30:00;138;Réelle
06:00:00;142;Réelle
05:30:00;132;Réelle
05:00:00;148;Réelle
04:30:00;138;Réelle
04:00:00;150;Réelle
03:30:00;144;Réelle
03:00:00;144;Réelle
02:30:00;150;Réelle
02:00:00;140;Réelle
01:30:00;142;Réelle
01:00:00;132;Réelle
00:30:00;144;Réelle

17/08/2021;;
00:00:00;142;Réelle
23:30:00;144;Réelle
23:00:00;148;Réelle
22:30:00;142;Réelle
22:00:00;152;Réelle
21:30:00;138;Réelle
21:00:00;154;Réelle
20:30:00;136;Réelle
20:00:00;140;Réelle
19:30:00;140;Réelle
19:00:00;138;Réelle
18:30:00;148;Réelle
18:00:00;140;Réelle
17:30:00;150;Réelle
17:00:00;138;Réelle
16:30:00;152;Réelle
16:00:00;142;Réelle
15:30:00;146;Réelle
15:00:00;140;Réelle
14:30:00;136;Réelle
14:00:00;142;Réelle
13:30:00;134;Réelle
13:00:00;150;Réelle
12:30:00;138;Réelle
12:00:00;150;Réelle
11:30:00;142;Réelle
11:00:00;144;Réelle
10:30:00;152;Réelle
10:00:00;132;Réelle
09:30:00;144;Réelle
09:00:00;132;Réelle
08:30:00;146;Réelle
08:00:00;144;Réelle
07:30:00;144;Réelle
07:00:00;150;Réelle
06:30:00;138;Réelle
06:00:00;150;Réelle
05:30:00;140;Réelle
05:00:00;144;Réelle
04:30:00;140;Réelle
04:00:00;138;Réelle
03:30:00;148;Réelle
03:00:00;134;Réelle
02:30:00;154;Réelle
02:00:00;140;Réelle
01:30:00;148;Réelle
01:00:00;146;Réelle
00:30:00;142;Réelle

16/08/2021;;
00:00:00;152;Réelle
23:30:00;138;Réelle
23:00:00;150;Réelle
22:30:00;140;Réelle
22:00:00;148;Réelle
21:30:00;144;Réelle
21:00:00;142;Réelle
20:30:00;144;Réelle
20:00:00;138;Réelle
19:30:00;148;Réelle
19:00:00;134;Réelle
18:30:00;150;Réelle
18:00:00;138;Réelle
17:30:00;144;Réelle
17:00:00;142;Réelle
16:30:00;142;Réelle
16:00:00;150;Réelle
15:30:00;136;Réelle
15:00:00;148;Réelle
14:30:00;142;Réelle
14:00:00;146;Réelle
13:30:00;154;Réelle
13:00:00;140;Réelle
12:30:00;148;Réelle
12:00:00;138;Réelle
11:30:00;148;Réelle
11:00:00;144;Réelle
10:30:00;142;Réelle
10:00:00;152;Réelle
09:30:00;138;Réelle
09:00:00;150;Réelle
08:30:00;140;Réelle
08:00:00;148;Réelle
07:30:00;146;Réelle
07:00:00;140;Réelle
06:30:00;150;Réelle
06:00:00;136;Réelle
05:30:00;150;Réelle
05:00:00;140;Réelle
04:30:00;148;Réelle
04:00:00;144;Réelle
03:30:00;142;Réelle
03:00:00;150;Réelle
02:30:00;138;Réelle
02:00:00;150;Réelle
01:30:00;138;Réelle
01:00:00;150;Réelle
00:30:00;144;Réelle

15/08/2021;;
00:00:00;154;Réelle
23:30:00;160;Réelle
23:00:00;146;Réelle
22:30:00;162;Réelle
22:00:00;146;Réelle
21:30:00;162;Réelle
21:00:00;150;Réelle
20:30:00;158;Réelle
20:00:00;154;Réelle
19:30:00;148;Réelle
19:00:00;152;Réelle
18:30:00;138;Réelle
18:00:00;150;Réelle
17:30:00;144;Réelle
17:00:00;146;Réelle
16:30:00;148;Réelle
16:00:00;142;Réelle
15:30:00;152;Réelle
15:00:00;140;Réelle
14:30:00;150;Réelle
14:00:00;138;Réelle
13:30:00;148;Réelle
13:00:00;144;Réelle
12:30:00;142;Réelle
12:00:00;148;Réelle
11:30:00;136;Réelle
11:00:00;150;Réelle
10:30:00;138;Réelle
10:00:00;148;Réelle
09:30:00;146;Réelle
09:00:00;144;Réelle
08:30:00;152;Réelle
08:00:00;140;Réelle
07:30:00;150;Réelle
07:00:00;140;Réelle
06:30:00;148;Réelle
06:00:00;146;Réelle
05:30:00;142;Réelle
05:00:00;154;Réelle
04:30:00;136;Réelle
04:00:00;150;Réelle
03:30:00;140;Réelle
03:00:00;150;Réelle
02:30:00;144;Réelle
02:00:00;144;Réelle
01:30:00;150;Réelle
01:00:00;138;Réelle
00:30:00;152;Réelle

14/08/2021;;
00:00:00;136;Réelle
23:30:00;154;Réelle
23:00:00;142;Réelle
22:30:00;150;Réelle
22:00:00;148;Réelle
21:30:00;146;Réelle
21:00:00;150;Réelle
20:30:00;140;Réelle
20:00:00;150;Réelle
19:30:00;136;Réelle
19:00:00;152;Réelle
18:30:00;140;Réelle
18:00:00;148;Réelle
17:30:00;146;Réelle
17:00:00;142;Réelle
16:30:00;148;Réelle
16:00:00;142;Réelle
15:30:00;152;Réelle
15:00:00;134;Réelle
14:30:00;148;Réelle
14:00:00;140;Réelle
13:30:00;142;Réelle
13:00:00;146;Réelle
12:30:00;136;Réelle
12:00:00;148;Réelle
11:30:00;134;Réelle
11:00:00;148;Réelle
10:30:00;144;Réelle
10:00:00;144;Réelle
09:30:00;152;Réelle
09:00:00;136;Réelle
08:30:00;152;Réelle
08:00:00;140;Réelle
07:30:00;148;Réelle
07:00:00;148;Réelle
06:30:00;142;Réelle
06:00:00;150;Réelle
05:30:00;138;Réelle
05:00:00;154;Réelle
04:30:00;142;Réelle
04:00:00;144;Réelle
03:30:00;146;Réelle
03:00:00;140;Réelle
02:30:00;150;Réelle
02:00:00;134;Réelle
01:30:00;150;Réelle
01:00:00;142;Réelle
00:30:00;144;Réelle

13/08/2021;;
00:00:00;146;Réelle
23:30:00;138;Réelle
23:00:00;154;Réelle
22:30:00;142;Réelle
22:00:00;150;Réelle
21:30:00;148;Réelle
21:00:00;142;Réelle
20:30:00;152;Réelle
20:00:00;140;Réelle
19:30:00;150;Réelle
19:00:00;144;Réelle
18:30:00;146;Réelle
18:00:00;150;Réelle
17:30:00;138;Réelle
17:00:00;150;Réelle
16:30:00;142;Réelle
16:00:00;148;Réelle
15:30:00;148;Réelle
15:00:00;140;Réelle
14:30:00;150;Réelle
14:00:00;138;Réelle
13:30:00;150;Réelle
13:00:00;144;Réelle
12:30:00;142;Réelle
12:00:00;150;Réelle
11:30:00;132;Réelle
11:00:00;146;Réelle
10:30:00;136;Réelle
10:00:00;144;Réelle
09:30:00;142;Réelle
09:00:00;138;Réelle
08:30:00;150;Réelle
08:00:00;138;Réelle
07:30:00;150;Réelle
07:00:00;142;Réelle
06:30:00;146;Réelle
06:00:00;148;Réelle
05:30:00;140;Réelle
05:00:00;152;Réelle
04:30:00;138;Réelle
04:00:00;152;Réelle
03:30:00;142;Réelle
03:00:00;146;Réelle
02:30:00;150;Réelle
02:00:00;138;Réelle
01:30:00;150;Réelle
01:00:00;136;Réelle
00:30:00;148;Réelle

12/08/2021;;
00:00:00;144;Réelle
23:30:00;140;Réelle
23:00:00;150;Réelle
22:30:00;134;Réelle
22:00:00;150;Réelle
21:30:00;142;Réelle
21:00:00;144;Réelle
20:30:00;148;Réelle
20:00:00;136;Réelle
19:30:00;148;Réelle
19:00:00;136;Réelle
18:30:00;150;Réelle
18:00:00;142;Réelle
17:30:00;144;Réelle
17:00:00;148;Réelle
16:30:00;138;Réelle
16:00:00;150;Réelle
15:30:00;138;Réelle
15:00:00;146;Réelle
14:30:00;146;Réelle
14:00:00;138;Réelle
13:30:00;150;Réelle
13:00:00;136;Réelle
12:30:00;148;Réelle
12:00:00;142;Réelle
11:30:00;140;Réelle
11:00:00;144;Réelle
10:30:00;134;Réelle
10:00:00;144;Réelle
09:30:00;136;Réelle
09:00:00;146;Réelle
08:30:00;146;Réelle
08:00:00;140;Réelle
07:30:00;152;Réelle
07:00:00;136;Réelle
06:30:00;150;Réelle
06:00:00;144;Réelle
05:30:00;144;Réelle
05:00:00;150;Réelle
04:30:00;136;Réelle
04:00:00;146;Réelle
03:30:00;138;Réelle
03:00:00;144;Réelle
02:30:00;144;Réelle
02:00:00;138;Réelle
01:30:00;146;Réelle
01:00:00;138;Réelle
00:30:00;152;Réelle

11/08/2021;;
00:00:00;148;Réelle
23:30:00;156;Réelle
23:00:00;154;Réelle
22:30:00;150;Réelle
22:00:00;156;Réelle
21:30:00;148;Réelle
21:00:00;154;Réelle
20:30:00;156;Réelle
20:00:00;146;Réelle
19:30:00;160;Réelle
19:00:00;136;Réelle
18:30:00;150;Réelle
18:00:00;138;Réelle
17:30:00;142;Réelle
17:00:00;144;Réelle
16:30:00;138;Réelle
16:00:00;146;Réelle
15:30:00;134;Réelle
15:00:00;146;Réelle
14:30:00;144;Réelle
14:00:00;142;Réelle
13:30:00;150;Réelle
13:00:00;136;Réelle
12:30:00;150;Réelle
12:00:00;140;Réelle
11:30:00;146;Réelle
11:00:00;148;Réelle
10:30:00;138;Réelle
10:00:00;144;Réelle
09:30:00;134;Réelle
09:00:00;144;Réelle
08:30:00;136;Réelle
08:00:00;150;Réelle
07:30:00;142;Réelle
07:00:00;146;Réelle
06:30:00;150;Réelle
06:00:00;138;Réelle
05:30:00;150;Réelle
05:00:00;138;Réelle
04:30:00;146;Réelle
04:00:00;138;Réelle
03:30:00;142;Réelle
03:00:00;140;Réelle
02:30:00;142;Réelle
02:00:00;146;Réelle
01:30:00;142;Réelle
01:00:00;150;Réelle
00:30:00;138;Réelle

10/08/2021;;
00:00:00;150;Réelle
23:30:00;144;Réelle
23:00:00;146;Réelle
22:30:00;152;Réelle
22:00:00;142;Réelle
21:30:00;154;Réelle
21:00:00;140;Réelle
20:30:00;150;Réelle
20:00:00;144;Réelle
19:30:00;144;Réelle
19:00:00;146;Réelle
18:30:00;134;Réelle
18:00:00;148;Réelle
17:30:00;134;Réelle
17:00:00;148;Réelle
16:30:00;138;Réelle
16:00:00;150;Réelle
15:30:00;142;Réelle
15:00:00;146;Réelle
14:30:00;148;Réelle
14:00:00;140;Réelle
13:30:00;150;Réelle
13:00:00;138;Réelle
12:30:00;150;Réelle
12:00:00;144;Réelle
11:30:00;138;Réelle
11:00:00;144;Réelle
10:30:00;134;Réelle
10:00:00;144;Réelle
09:30:00;136;Réelle
09:00:00;148;Réelle
08:30:00;146;Réelle
08:00:00;142;Réelle
07:30:00;150;Réelle
07:00:00;138;Réelle
06:30:00;148;Réelle
06:00:00;144;Réelle
05:30:00;142;Réelle
05:00:00;144;Réelle
04:30:00;132;Réelle
04:00:00;144;Réelle
03:30:00;140;Réelle
03:00:00;142;Réelle
02:30:00;152;Réelle
02:00:00;136;Réelle
01:30:00;150;Réelle
01:00:00;142;Réelle
00:30:00;146;Réelle

09/08/2021;;
00:00:00;148;Réelle
23:30:00;140;Réelle
23:00:00;150;Réelle
22:30:00;138;Réelle
22:00:00;150;Réelle
21:30:00;142;Réelle
21:00:00;142;Réelle
20:30:00;146;Réelle
20:00:00;134;Réelle
19:30:00;146;Réelle
19:00:00;136;Réelle
18:30:00;144;Réelle
18:00:00;144;Réelle
17:30:00;144;Réelle
17:00:00;146;Réelle
16:30:00;144;Réelle
16:00:00;150;Réelle
15:30:00;136;Réelle
15:00:00;150;Réelle
14:30:00;140;Réelle
14:00:00;148;Réelle
13:30:00;144;Réelle
13:00:00;144;Réelle
12:30:00;146;Réelle
12:00:00;130;Réelle
11:30:00;144;Réelle
11:00:00;136;Réelle
10:30:00;148;Réelle
10:00:00;148;Réelle
09:30:00;140;Réelle
09:00:00;150;Réelle
08:30:00;138;Réelle
08:00:00;150;Réelle
07:30:00;142;Réelle
07:00:00;144;Réelle
06:30:00;140;Réelle
06:00:00;134;Réelle
05:30:00;144;Réelle
05:00:00;134;Réelle
04:30:00;150;Réelle
04:00:00;138;Réelle
03:30:00;150;Réelle
03:00:00;144;Réelle
02:30:00;146;Réelle
02:00:00;150;Réelle
01:30:00;140;Réelle
01:00:00;152;Réelle
00:30:00;138;Réelle

08/08/2021;;
00:00:00;158;Réelle
23:30:00;150;Réelle
23:00:00;152;Réelle
22:30:00;154;Réelle
22:00:00;148;Réelle
21:30:00;160;Réelle
21:00:00;142;Réelle
20:30:00;160;Réelle
20:00:00;144;Réelle
19:30:00;160;Réelle
19:00:00;146;Réelle
18:30:00;144;Réelle
18:00:00;150;Réelle
17:30:00;140;Réelle
17:00:00;154;Réelle
16:30:00;138;Réelle
16:00:00;152;Réelle
15:30:00;142;Réelle
15:00:00;150;Réelle
14:30:00;148;Réelle
14:00:00;142;Réelle
13:30:00;152;Réelle
13:00:00;136;Réelle
12:30:00;150;Réelle
12:00:00;134;Réelle
11:30:00;146;Réelle
11:00:00;140;Réelle
10:30:00;142;Réelle
10:00:00;148;Réelle
09:30:00;136;Réelle
09:00:00;150;Réelle
08:30:00;140;Réelle
08:00:00;152;Réelle
07:30:00;144;Réelle
07:00:00;146;Réelle
06:30:00;148;Réelle
06:00:00;140;Réelle
05:30:00;152;Réelle
05:00:00;138;Réelle
04:30:00;150;Réelle
04:00:00;140;Réelle
03:30:00;150;Réelle
03:00:00;146;Réelle
02:30:00;146;Réelle
02:00:00;148;Réelle
01:30:00;140;Réelle
01:00:00;152;Réelle
00:30:00;142;Réelle

07/08/2021;;
00:00:00;152;Réelle
23:30:00;146;Réelle
23:00:00;144;Réelle
22:30:00;154;Réelle
22:00:00;142;Réelle
21:30:00;156;Réelle
21:00:00;144;Réelle
20:30:00;158;Réelle
20:00:00;146;Réelle
19:30:00;150;Réelle
19:00:00;148;Réelle
18:30:00;140;Réelle
18:00:00;154;Réelle
17:30:00;140;Réelle
17:00:00;152;Réelle
16:30:00;142;Réelle
16:00:00;150;Réelle
15:30:00;150;Réelle
15:00:00;150;Réelle
14:30:00;156;Réelle
14:00:00;146;Réelle
13:30:00;156;Réelle
13:00:00;138;Réelle
12:30:00;154;Réelle
12:00:00;140;Réelle
11:30:00;150;Réelle
11:00:00;138;Réelle
10:30:00;912;Réelle
10:00:00;1488;Réelle
09:30:00;570;Réelle
09:00:00;828;Réelle
08:30:00;228;Réelle
08:00:00;40;Réelle
07:30:00;42;Réelle
07:00:00;46;Réelle
06:30:00;52;Réelle
06:00:00;50;Réelle
05:30:00;52;Réelle
05:00:00;50;Réelle
04:30:00;50;Réelle
04:00:00;52;Réelle
03:30:00;50;Réelle
03:00:00;52;Réelle
02:30:00;50;Réelle
02:00:00;50;Réelle
01:30:00;1882;Réelle
01:00:00;944;Réelle
00:30:00;52;Réelle

06/08/2021;;
00:00:00;50;Réelle
23:30:00;52;Réelle
23:00:00;50;Réelle
22:30:00;50;Réelle
22:00:00;196;Réelle
21:30:00;52;Réelle
21:00:00;46;Réelle
20:30:00;42;Réelle
20:00:00;36;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;104;Réelle
17:00:00;162;Réelle
16:30:00;206;Réelle
16:00:00;264;Réelle
15:30:00;268;Réelle
15:00:00;308;Réelle
14:30:00;460;Réelle
14:00:00;1064;Réelle
13:30:00;1768;Réelle
13:00:00;3096;Réelle
12:30:00;1752;Réelle
12:00:00;362;Réelle
11:30:00;1356;Réelle
11:00:00;702;Réelle
10:30:00;582;Réelle
10:00:00;680;Réelle
09:30:00;1048;Réelle
09:00:00;700;Réelle
08:30:00;420;Réelle
08:00:00;598;Réelle
07:30:00;690;Réelle
07:00:00;490;Réelle
06:30:00;928;Réelle
06:00:00;50;Réelle
05:30:00;54;Réelle
05:00:00;50;Réelle
04:30:00;52;Réelle
04:00:00;50;Réelle
03:30:00;52;Réelle
03:00:00;50;Réelle
02:30:00;52;Réelle
02:00:00;2724;Réelle
01:30:00;3252;Réelle
01:00:00;966;Réelle
00:30:00;122;Réelle

05/08/2021;;
00:00:00;346;Réelle
00:00:00;346;Réelle
23:30:00;740;Réelle
23:30:00;740;Réelle
23:00:00;1372;Réelle
23:00:00;1372;Réelle
22:30:00;1916;Réelle
22:30:00;1916;Réelle
22:00:00;1592;Réelle
22:00:00;1592;Réelle
21:30:00;1852;Réelle
21:30:00;1852;Réelle
21:00:00;1410;Réelle
21:00:00;1410;Réelle
20:30:00;1972;Réelle
20:30:00;1972;Réelle
20:00:00;374;Réelle
20:00:00;374;Réelle
19:30:00;422;Réelle
19:30:00;422;Réelle
19:00:00;568;Réelle
19:00:00;568;Réelle
18:30:00;146;Réelle
18:30:00;146;Réelle
18:00:00;146;Réelle
18:00:00;146;Réelle
17:30:00;152;Réelle
17:30:00;152;Réelle
17:00:00;140;Réelle
17:00:00;140;Réelle
16:30:00;152;Réelle
16:30:00;152;Réelle
16:00:00;144;Réelle
16:00:00;144;Réelle
15:30:00;148;Réelle
15:30:00;148;Réelle
15:00:00;152;Réelle
15:00:00;152;Réelle
14:30:00;140;Réelle
14:30:00;140;Réelle
14:00:00;152;Réelle
14:00:00;152;Réelle
13:30:00;146;Réelle
13:30:00;146;Réelle
13:00:00;148;Réelle
13:00:00;148;Réelle
12:30:00;150;Réelle
12:30:00;150;Réelle
12:00:00;140;Réelle
12:00:00;140;Réelle
11:30:00;150;Réelle
11:30:00;150;Réelle
11:00:00;142;Réelle
11:00:00;142;Réelle
10:30:00;146;Réelle
10:30:00;146;Réelle
10:00:00;148;Réelle
10:00:00;148;Réelle
09:30:00;138;Réelle
09:30:00;138;Réelle
09:00:00;150;Réelle
09:00:00;150;Réelle
08:30:00;142;Réelle
08:30:00;142;Réelle
08:00:00;144;Réelle
08:00:00;144;Réelle
07:30:00;150;Réelle
07:30:00;150;Réelle
07:00:00;138;Réelle
07:00:00;138;Réelle
06:30:00;152;Réelle
06:30:00;152;Réelle
06:00:00;142;Réelle
06:00:00;142;Réelle
05:30:00;148;Réelle
05:30:00;148;Réelle
05:00:00;150;Réelle
05:00:00;150;Réelle
04:30:00;140;Réelle
04:30:00;140;Réelle
04:00:00;150;Réelle
04:00:00;150;Réelle
03:30:00;142;Réelle
03:30:00;142;Réelle
03:00:00;150;Réelle
03:00:00;150;Réelle
02:30:00;148;Réelle
02:30:00;148;Réelle
02:00:00;142;Réelle
02:00:00;142;Réelle
01:30:00;1584;Réelle
01:30:00;1584;Réelle
01:00:00;972;Réelle
01:00:00;972;Réelle
00:30:00;150;Réelle
00:30:00;150;Réelle

04/08/2021;;
00:00:00;150;Réelle
23:30:00;146;Réelle
23:00:00;154;Réelle
22:30:00;142;Réelle
22:00:00;150;Réelle
21:30:00;150;Réelle
21:00:00;144;Réelle
20:30:00;156;Réelle
20:00:00;140;Réelle
19:30:00;156;Réelle
19:00:00;140;Réelle
18:30:00;142;Réelle
18:00:00;146;Réelle
17:30:00;136;Réelle
17:00:00;146;Réelle
16:30:00;142;Réelle
16:00:00;142;Réelle
15:30:00;148;Réelle
15:00:00;134;Réelle
14:30:00;148;Réelle
14:00:00;140;Réelle
13:30:00;146;Réelle
13:00:00;148;Réelle
12:30:00;136;Réelle
12:00:00;146;Réelle
11:30:00;140;Réelle
11:00:00;142;Réelle
10:30:00;146;Réelle
10:00:00;134;Réelle
09:30:00;146;Réelle
09:00:00;140;Réelle
08:30:00;142;Réelle
08:00:00;146;Réelle
07:30:00;136;Réelle
07:00:00;148;Réelle
06:30:00;140;Réelle
06:00:00;146;Réelle
05:30:00;146;Réelle
05:00:00;140;Réelle
04:30:00;150;Réelle
04:00:00;138;Réelle
03:30:00;148;Réelle
03:00:00;146;Réelle
02:30:00;142;Réelle
02:00:00;148;Réelle
01:30:00;1512;Réelle
01:00:00;990;Réelle
00:30:00;142;Réelle

03/08/2021;;
00:00:00;140;Réelle
23:30:00;148;Réelle
23:00:00;134;Réelle
22:30:00;148;Réelle
22:00:00;138;Réelle
21:30:00;146;Réelle
21:00:00;144;Réelle
20:30:00;138;Réelle
20:00:00;146;Réelle
19:30:00;136;Réelle
19:00:00;148;Réelle
18:30:00;142;Réelle
18:00:00;140;Réelle
17:30:00;150;Réelle
17:00:00;134;Réelle
16:30:00;148;Réelle
16:00:00;140;Réelle
15:30:00;144;Réelle
15:00:00;144;Réelle
14:30:00;140;Réelle
14:00:00;150;Réelle
13:30:00;136;Réelle
13:00:00;148;Réelle
12:30:00;142;Réelle
12:00:00;140;Réelle
11:30:00;146;Réelle
11:00:00;134;Réelle
10:30:00;150;Réelle
10:00:00;134;Réelle
09:30:00;146;Réelle
09:00:00;148;Réelle
08:30:00;142;Réelle
08:00:00;150;Réelle
07:30:00;134;Réelle
07:00:00;150;Réelle
06:30:00;138;Réelle
06:00:00;148;Réelle
05:30:00;146;Réelle
05:00:00;142;Réelle
04:30:00;152;Réelle
04:00:00;138;Réelle
03:30:00;150;Réelle
03:00:00;142;Réelle
02:30:00;150;Réelle
02:00:00;1456;Réelle
01:30:00;1040;Réelle
01:00:00;148;Réelle
00:30:00;136;Réelle

02/08/2021;;
00:00:00;148;Réelle
23:30:00;142;Réelle
23:00:00;142;Réelle
22:30:00;148;Réelle
22:00:00;138;Réelle
21:30:00;150;Réelle
21:00:00;136;Réelle
20:30:00;146;Réelle
20:00:00;144;Réelle
19:30:00;140;Réelle
19:00:00;148;Réelle
18:30:00;134;Réelle
18:00:00;148;Réelle
17:30:00;142;Réelle
17:00:00;144;Réelle
16:30:00;148;Réelle
16:00:00;138;Réelle
15:30:00;152;Réelle
15:00:00;136;Réelle
14:30:00;150;Réelle
14:00:00;146;Réelle
13:30:00;144;Réelle
13:00:00;144;Réelle
12:30:00;142;Réelle
12:00:00;146;Réelle
11:30:00;136;Réelle
11:00:00;148;Réelle
10:30:00;134;Réelle
10:00:00;150;Réelle
09:30:00;136;Réelle
09:00:00;146;Réelle
08:30:00;142;Réelle
08:00:00;142;Réelle
07:30:00;144;Réelle
07:00:00;142;Réelle
06:30:00;148;Réelle
06:00:00;138;Réelle
05:30:00;150;Réelle
05:00:00;136;Réelle
04:30:00;150;Réelle
04:00:00;142;Réelle
03:30:00;152;Réelle
03:00:00;146;Réelle
02:30:00;148;Réelle
02:00:00;2012;Réelle
01:30:00;374;Réelle
01:00:00;156;Réelle
00:30:00;134;Réelle

01/08/2021;;
00:00:00;156;Réelle
23:30:00;144;Réelle
23:00:00;152;Réelle
22:30:00;148;Réelle
22:00:00;146;Réelle
21:30:00;154;Réelle
21:00:00;142;Réelle
20:30:00;158;Réelle
20:00:00;138;Réelle
19:30:00;158;Réelle
19:00:00;142;Réelle
18:30:00;148;Réelle
18:00:00;150;Réelle
17:30:00;142;Réelle
17:00:00;154;Réelle
16:30:00;140;Réelle
16:00:00;148;Réelle
15:30:00;142;Réelle
15:00:00;142;Réelle
14:30:00;150;Réelle
14:00:00;138;Réelle
13:30:00;154;Réelle
13:00:00;136;Réelle
12:30:00;148;Réelle
12:00:00;142;Réelle
11:30:00;142;Réelle
11:00:00;150;Réelle
10:30:00;140;Réelle
10:00:00;152;Réelle
09:30:00;142;Réelle
09:00:00;152;Réelle
08:30:00;150;Réelle
08:00:00;140;Réelle
07:30:00;150;Réelle
07:00:00;136;Réelle
06:30:00;152;Réelle
06:00:00;142;Réelle
05:30:00;144;Réelle
05:00:00;150;Réelle
04:30:00;138;Réelle
04:00:00;150;Réelle
03:30:00;142;Réelle
03:00:00;148;Réelle
02:30:00;150;Réelle
02:00:00;144;Réelle
01:30:00;1002;Réelle
01:00:00;990;Réelle
00:30:00;152;Réelle

31/07/2021;;
00:00:00;144;Réelle
23:30:00;142;Réelle
23:00:00;150;Réelle
22:30:00;138;Réelle
22:00:00;148;Réelle
21:30:00;144;Réelle
21:00:00;148;Réelle
20:30:00;158;Réelle
20:00:00;144;Réelle
19:30:00;150;Réelle
19:00:00;146;Réelle
18:30:00;142;Réelle
18:00:00;152;Réelle
17:30:00;144;Réelle
17:00:00;162;Réelle
16:30:00;176;Réelle
16:00:00;172;Réelle
15:30:00;2;Réelle
15:00:00;4;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;2126;Réelle
13:00:00;3902;Réelle
12:30:00;908;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;0;Réelle
10:30:00;0;Réelle
10:00:00;44;Réelle
09:30:00;124;Réelle
09:00:00;70;Réelle
08:30:00;38;Réelle
08:00:00;38;Réelle
07:30:00;40;Réelle
07:00:00;42;Réelle
06:30:00;50;Réelle
06:00:00;52;Réelle
05:30:00;50;Réelle
05:00:00;782;Réelle
04:30:00;50;Réelle
04:00:00;854;Réelle
03:30:00;404;Réelle
03:00:00;50;Réelle
02:30:00;52;Réelle
02:00:00;50;Réelle
01:30:00;2546;Réelle
01:00:00;974;Réelle
00:30:00;330;Réelle

30/07/2021;;
00:00:00;502;Réelle
23:30:00;534;Réelle
23:00:00;726;Réelle
22:30:00;1010;Réelle
22:00:00;792;Réelle
21:30:00;1024;Réelle
21:00:00;1264;Réelle
