
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
10:30:00;492;Réelle
10:30:00;492;Réelle
10:00:00;410;Réelle
10:00:00;410;Réelle
09:30:00;422;Réelle
09:30:00;422;Réelle
09:00:00;538;Réelle
09:00:00;538;Réelle
08:30:00;612;Réelle
08:30:00;612;Réelle
08:00:00;538;Réelle
08:00:00;538;Réelle
07:30:00;714;Réelle
07:30:00;714;Réelle
07:00:00;546;Réelle
07:00:00;546;Réelle
06:30:00;360;Réelle
06:30:00;360;Réelle
06:00:00;420;Réelle
06:00:00;420;Réelle
05:30:00;486;Réelle
05:30:00;486;Réelle
05:00:00;436;Réelle
05:00:00;436;Réelle
04:30:00;512;Réelle
04:30:00;512;Réelle
04:00:00;524;Réelle
04:00:00;524;Réelle
03:30:00;584;Réelle
03:30:00;584;Réelle
03:00:00;1304;Réelle
03:00:00;1304;Réelle
02:30:00;874;Réelle
02:30:00;874;Réelle
02:00:00;1552;Réelle
02:00:00;1552;Réelle
01:30:00;2722;Réelle
01:30:00;2722;Réelle
01:00:00;940;Réelle
01:00:00;940;Réelle
00:30:00;50;Réelle
00:30:00;50;Réelle

23/06/2021;;
00:00:00;50;Réelle
23:30:00;52;Réelle
23:00:00;52;Réelle
22:30:00;50;Réelle
22:00:00;46;Réelle
21:30:00;42;Réelle
21:00:00;42;Réelle
20:30:00;40;Réelle
20:00:00;38;Réelle
19:30:00;12;Réelle
19:00:00;0;Réelle
18:30:00;114;Réelle
18:00:00;10;Réelle
17:30:00;8;Réelle
17:00:00;308;Réelle
16:30:00;336;Réelle
16:00:00;394;Réelle
15:30:00;342;Réelle
15:00:00;356;Réelle
14:30:00;374;Réelle
14:00:00;354;Réelle
13:30:00;1558;Réelle
13:00:00;2620;Réelle
12:30:00;2458;Réelle
12:00:00;562;Réelle
11:30:00;366;Réelle
11:00:00;366;Réelle
10:30:00;368;Réelle
10:00:00;448;Réelle
09:30:00;462;Réelle
09:00:00;398;Réelle
08:30:00;542;Réelle
08:00:00;552;Réelle
07:30:00;682;Réelle
07:00:00;528;Réelle
06:30:00;370;Réelle
06:00:00;384;Réelle
05:30:00;434;Réelle
05:00:00;324;Réelle
04:30:00;340;Réelle
04:00:00;330;Réelle
03:30:00;330;Réelle
03:00:00;258;Réelle
02:30:00;52;Réelle
02:00:00;50;Réelle
01:30:00;2466;Réelle
01:00:00;950;Réelle
00:30:00;50;Réelle

22/06/2021;;
00:00:00;52;Réelle
23:30:00;50;Réelle
23:00:00;52;Réelle
22:30:00;54;Réelle
22:00:00;50;Réelle
21:30:00;124;Réelle
21:00:00;40;Réelle
20:30:00;40;Réelle
20:00:00;40;Réelle
19:30:00;304;Réelle
19:00:00;1524;Réelle
18:30:00;24;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;938;Réelle
13:30:00;838;Réelle
13:00:00;2740;Réelle
12:30:00;1782;Réelle
12:00:00;34;Réelle
11:30:00;32;Réelle
11:00:00;34;Réelle
10:30:00;36;Réelle
10:00:00;38;Réelle
09:30:00;92;Réelle
09:00:00;330;Réelle
08:30:00;354;Réelle
08:00:00;688;Réelle
07:30:00;754;Réelle
07:00:00;532;Réelle
06:30:00;368;Réelle
06:00:00;374;Réelle
05:30:00;366;Réelle
05:00:00;354;Réelle
04:30:00;372;Réelle
04:00:00;356;Réelle
03:30:00;360;Réelle
03:00:00;358;Réelle
02:30:00;358;Réelle
02:00:00;362;Réelle
01:30:00;2376;Réelle
01:00:00;1214;Réelle
00:30:00;342;Réelle

21/06/2021;;
00:00:00;398;Réelle
23:30:00;400;Réelle
23:00:00;662;Réelle
22:30:00;882;Réelle
22:00:00;916;Réelle
21:30:00;378;Réelle
21:00:00;510;Réelle
20:30:00;384;Réelle
20:00:00;386;Réelle
19:30:00;434;Réelle
19:00:00;406;Réelle
18:30:00;378;Réelle
18:00:00;552;Réelle
17:30:00;394;Réelle
17:00:00;392;Réelle
16:30:00;388;Réelle
16:00:00;394;Réelle
15:30:00;566;Réelle
15:00:00;522;Réelle
14:30:00;386;Réelle
14:00:00;1668;Réelle
13:30:00;808;Réelle
13:00:00;2658;Réelle
12:30:00;1986;Réelle
12:00:00;394;Réelle
11:30:00;390;Réelle
11:00:00;374;Réelle
10:30:00;402;Réelle
10:00:00;390;Réelle
09:30:00;476;Réelle
09:00:00;426;Réelle
08:30:00;500;Réelle
08:00:00;556;Réelle
07:30:00;804;Réelle
07:00:00;116;Réelle
06:30:00;50;Réelle
06:00:00;52;Réelle
05:30:00;52;Réelle
05:00:00;52;Réelle
04:30:00;50;Réelle
04:00:00;52;Réelle
03:30:00;50;Réelle
03:00:00;50;Réelle
02:30:00;52;Réelle
02:00:00;50;Réelle
01:30:00;1594;Réelle
01:00:00;940;Réelle
00:30:00;52;Réelle

20/06/2021;;
00:00:00;50;Réelle
00:00:00;50;Réelle
23:30:00;52;Réelle
23:30:00;52;Réelle
23:00:00;50;Réelle
23:00:00;50;Réelle
22:30:00;52;Réelle
22:30:00;52;Réelle
22:00:00;44;Réelle
22:00:00;44;Réelle
21:30:00;40;Réelle
21:30:00;40;Réelle
21:00:00;42;Réelle
21:00:00;42;Réelle
20:30:00;38;Réelle
20:30:00;38;Réelle
20:00:00;34;Réelle
20:00:00;34;Réelle
19:30:00;36;Réelle
19:30:00;36;Réelle
19:00:00;34;Réelle
19:00:00;34;Réelle
18:30:00;24;Réelle
18:30:00;24;Réelle
18:00:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
16:00:00;0;Réelle
15:30:00;10;Réelle
15:30:00;10;Réelle
15:00:00;150;Réelle
15:00:00;150;Réelle
14:30:00;250;Réelle
14:30:00;250;Réelle
14:00:00;762;Réelle
14:00:00;762;Réelle
13:30:00;988;Réelle
13:30:00;988;Réelle
13:00:00;966;Réelle
13:00:00;966;Réelle
12:30:00;560;Réelle
12:30:00;560;Réelle
12:00:00;352;Réelle
12:00:00;352;Réelle
11:30:00;366;Réelle
11:30:00;366;Réelle
11:00:00;362;Réelle
11:00:00;362;Réelle
10:30:00;372;Réelle
10:30:00;372;Réelle
10:00:00;424;Réelle
10:00:00;424;Réelle
09:30:00;668;Réelle
09:30:00;668;Réelle
09:00:00;620;Réelle
09:00:00;620;Réelle
08:30:00;36;Réelle
08:30:00;36;Réelle
08:00:00;40;Réelle
08:00:00;40;Réelle
07:30:00;40;Réelle
07:30:00;40;Réelle
07:00:00;40;Réelle
07:00:00;40;Réelle
06:30:00;48;Réelle
06:30:00;48;Réelle
06:00:00;50;Réelle
06:00:00;50;Réelle
05:30:00;52;Réelle
05:30:00;52;Réelle
05:00:00;50;Réelle
05:00:00;50;Réelle
04:30:00;52;Réelle
04:30:00;52;Réelle
04:00:00;50;Réelle
04:00:00;50;Réelle
03:30:00;52;Réelle
03:30:00;52;Réelle
03:00:00;50;Réelle
03:00:00;50;Réelle
02:30:00;52;Réelle
02:30:00;52;Réelle
02:00:00;50;Réelle
02:00:00;50;Réelle
01:30:00;1778;Réelle
01:30:00;1778;Réelle
01:00:00;930;Réelle
01:00:00;930;Réelle
00:30:00;52;Réelle
00:30:00;52;Réelle

19/06/2021;;
00:00:00;50;Réelle
23:30:00;52;Réelle
23:00:00;50;Réelle
22:30:00;52;Réelle
22:00:00;52;Réelle
21:30:00;52;Réelle
21:00:00;50;Réelle
20:30:00;44;Réelle
20:00:00;40;Réelle
19:30:00;36;Réelle
19:00:00;36;Réelle
18:30:00;26;Réelle
18:00:00;230;Réelle
17:30:00;328;Réelle
17:00:00;340;Réelle
16:30:00;368;Réelle
16:00:00;364;Réelle
15:30:00;384;Réelle
15:00:00;1304;Réelle
14:30:00;818;Réelle
14:00:00;454;Réelle
13:30:00;1806;Réelle
13:00:00;2794;Réelle
12:30:00;1366;Réelle
12:00:00;604;Réelle
11:30:00;406;Réelle
11:00:00;412;Réelle
10:30:00;422;Réelle
10:00:00;426;Réelle
09:30:00;548;Réelle
09:00:00;750;Réelle
08:30:00;486;Réelle
08:00:00;500;Réelle
07:30:00;42;Réelle
07:00:00;42;Réelle
06:30:00;48;Réelle
06:00:00;54;Réelle
05:30:00;52;Réelle
05:00:00;50;Réelle
04:30:00;50;Réelle
04:00:00;52;Réelle
03:30:00;50;Réelle
03:00:00;52;Réelle
02:30:00;50;Réelle
02:00:00;52;Réelle
01:30:00;2014;Réelle
01:00:00;952;Réelle
00:30:00;58;Réelle

18/06/2021;;
00:00:00;50;Réelle
23:30:00;52;Réelle
23:00:00;50;Réelle
22:30:00;54;Réelle
22:00:00;50;Réelle
21:30:00;44;Réelle
21:00:00;28;Réelle
20:30:00;28;Réelle
20:00:00;0;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
18:30:00;4;Réelle
18:00:00;0;Réelle
17:30:00;2;Réelle
17:00:00;0;Réelle
16:30:00;8;Réelle
16:00:00;2;Réelle
15:30:00;0;Réelle
15:00:00;190;Réelle
14:30:00;870;Réelle
14:00:00;294;Réelle
13:30:00;788;Réelle
13:00:00;1166;Réelle
12:30:00;678;Réelle
12:00:00;1066;Réelle
11:30:00;344;Réelle
11:00:00;408;Réelle
10:30:00;372;Réelle
10:00:00;382;Réelle
09:30:00;398;Réelle
09:00:00;192;Réelle
08:30:00;74;Réelle
08:00:00;34;Réelle
07:30:00;38;Réelle
07:00:00;42;Réelle
06:30:00;42;Réelle
06:00:00;48;Réelle
05:30:00;52;Réelle
05:00:00;50;Réelle
04:30:00;52;Réelle
04:00:00;50;Réelle
03:30:00;52;Réelle
03:00:00;50;Réelle
02:30:00;52;Réelle
02:00:00;50;Réelle
01:30:00;1776;Réelle
01:00:00;932;Réelle
00:30:00;52;Réelle

17/06/2021;;
00:00:00;50;Réelle
00:00:00;50;Réelle
23:30:00;52;Réelle
23:30:00;52;Réelle
23:00:00;50;Réelle
23:00:00;50;Réelle
22:30:00;52;Réelle
22:30:00;52;Réelle
22:00:00;52;Réelle
22:00:00;52;Réelle
21:30:00;48;Réelle
21:30:00;48;Réelle
21:00:00;42;Réelle
21:00:00;42;Réelle
20:30:00;38;Réelle
20:30:00;38;Réelle
20:00:00;20;Réelle
20:00:00;20;Réelle
19:30:00;0;Réelle
19:30:00;0;Réelle
19:00:00;18;Réelle
19:00:00;18;Réelle
18:30:00;34;Réelle
18:30:00;34;Réelle
18:00:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:30:00;0;Réelle
15:00:00;66;Réelle
15:00:00;66;Réelle
14:30:00;200;Réelle
14:30:00;200;Réelle
14:00:00;280;Réelle
14:00:00;280;Réelle
13:30:00;574;Réelle
13:30:00;574;Réelle
13:00:00;1554;Réelle
13:00:00;1554;Réelle
12:30:00;748;Réelle
12:30:00;748;Réelle
12:00:00;492;Réelle
12:00:00;492;Réelle
11:30:00;362;Réelle
11:30:00;362;Réelle
11:00:00;402;Réelle
11:00:00;402;Réelle
10:30:00;390;Réelle
10:30:00;390;Réelle
10:00:00;408;Réelle
10:00:00;408;Réelle
09:30:00;418;Réelle
09:30:00;418;Réelle
09:00:00;356;Réelle
09:00:00;356;Réelle
08:30:00;190;Réelle
08:30:00;190;Réelle
08:00:00;154;Réelle
08:00:00;154;Réelle
07:30:00;48;Réelle
07:30:00;48;Réelle
07:00:00;50;Réelle
07:00:00;50;Réelle
06:30:00;46;Réelle
06:30:00;46;Réelle
06:00:00;42;Réelle
06:00:00;42;Réelle
05:30:00;54;Réelle
05:30:00;54;Réelle
05:00:00;50;Réelle
05:00:00;50;Réelle
04:30:00;52;Réelle
04:30:00;52;Réelle
04:00:00;50;Réelle
04:00:00;50;Réelle
03:30:00;52;Réelle
03:30:00;52;Réelle
03:00:00;50;Réelle
03:00:00;50;Réelle
02:30:00;52;Réelle
02:30:00;52;Réelle
02:00:00;50;Réelle
02:00:00;50;Réelle
01:30:00;2190;Réelle
01:30:00;2190;Réelle
01:00:00;938;Réelle
01:00:00;938;Réelle
00:30:00;52;Réelle
00:30:00;52;Réelle

16/06/2021;;
00:00:00;50;Réelle
23:30:00;52;Réelle
23:00:00;50;Réelle
22:30:00;132;Réelle
22:00:00;108;Réelle
21:30:00;44;Réelle
21:00:00;32;Réelle
20:30:00;0;Réelle
20:00:00;0;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;10;Réelle
17:30:00;4;Réelle
17:00:00;0;Réelle
16:30:00;164;Réelle
16:00:00;216;Réelle
15:30:00;248;Réelle
15:00:00;200;Réelle
14:30:00;1210;Réelle
14:00:00;164;Réelle
13:30:00;1466;Réelle
13:00:00;2788;Réelle
12:30:00;2194;Réelle
12:00:00;568;Réelle
11:30:00;282;Réelle
11:00:00;440;Réelle
10:30:00;228;Réelle
10:00:00;302;Réelle
09:30:00;228;Réelle
09:00:00;238;Réelle
08:30:00;236;Réelle
08:00:00;198;Réelle
07:30:00;422;Réelle
07:00:00;394;Réelle
06:30:00;206;Réelle
06:00:00;192;Réelle
05:30:00;228;Réelle
05:00:00;206;Réelle
04:30:00;216;Réelle
04:00:00;198;Réelle
03:30:00;216;Réelle
03:00:00;212;Réelle
02:30:00;226;Réelle
02:00:00;250;Réelle
01:30:00;1506;Réelle
01:00:00;0;Réelle
00:30:00;0;Réelle

15/06/2021;;
00:00:00;0;Réelle
23:30:00;0;Réelle
23:00:00;0;Réelle
22:30:00;0;Réelle
22:00:00;0;Réelle
21:30:00;0;Réelle
21:00:00;0;Réelle
20:30:00;0;Réelle
20:00:00;0;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
18:30:00;18;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;10;Réelle
16:00:00;0;Réelle
15:30:00;20;Réelle
15:00:00;6;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;306;Réelle
13:00:00;2674;Réelle
12:30:00;1254;Réelle
12:00:00;1596;Réelle
11:30:00;238;Réelle
11:00:00;194;Réelle
10:30:00;204;Réelle
10:00:00;200;Réelle
09:30:00;170;Réelle
09:00:00;194;Réelle
08:30:00;406;Réelle
08:00:00;204;Réelle
07:30:00;38;Réelle
07:00:00;42;Réelle
06:30:00;42;Réelle
06:00:00;50;Réelle
05:30:00;52;Réelle
05:00:00;52;Réelle
04:30:00;50;Réelle
04:00:00;52;Réelle
03:30:00;50;Réelle
03:00:00;52;Réelle
02:30:00;50;Réelle
02:00:00;52;Réelle
01:30:00;1576;Réelle
01:00:00;954;Réelle
00:30:00;50;Réelle

14/06/2021;;
00:00:00;52;Réelle
00:00:00;52;Réelle
23:30:00;50;Réelle
23:30:00;50;Réelle
23:00:00;52;Réelle
23:00:00;52;Réelle
22:30:00;52;Réelle
22:30:00;52;Réelle
22:00:00;984;Réelle
22:00:00;984;Réelle
21:30:00;44;Réelle
21:30:00;44;Réelle
21:00:00;6;Réelle
21:00:00;6;Réelle
20:30:00;0;Réelle
20:30:00;0;Réelle
20:00:00;38;Réelle
20:00:00;38;Réelle
19:30:00;42;Réelle
19:30:00;42;Réelle
19:00:00;20;Réelle
19:00:00;20;Réelle
18:30:00;0;Réelle
18:30:00;0;Réelle
18:00:00;18;Réelle
18:00:00;18;Réelle
17:30:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:30:00;0;Réelle
14:00:00;194;Réelle
14:00:00;194;Réelle
13:30:00;452;Réelle
13:30:00;452;Réelle
13:00:00;1130;Réelle
13:00:00;1130;Réelle
12:30:00;586;Réelle
12:30:00;586;Réelle
12:00:00;328;Réelle
12:00:00;328;Réelle
11:30:00;374;Réelle
11:30:00;374;Réelle
11:00:00;534;Réelle
11:00:00;534;Réelle
10:30:00;378;Réelle
10:30:00;378;Réelle
10:00:00;394;Réelle
10:00:00;394;Réelle
09:30:00;400;Réelle
09:30:00;400;Réelle
09:00:00;434;Réelle
09:00:00;434;Réelle
08:30:00;454;Réelle
08:30:00;454;Réelle
08:00:00;630;Réelle
08:00:00;630;Réelle
07:30:00;122;Réelle
07:30:00;122;Réelle
07:00:00;42;Réelle
07:00:00;42;Réelle
06:30:00;42;Réelle
06:30:00;42;Réelle
06:00:00;48;Réelle
06:00:00;48;Réelle
05:30:00;52;Réelle
05:30:00;52;Réelle
05:00:00;50;Réelle
05:00:00;50;Réelle
04:30:00;52;Réelle
04:30:00;52;Réelle
04:00:00;50;Réelle
04:00:00;50;Réelle
03:30:00;52;Réelle
03:30:00;52;Réelle
03:00:00;50;Réelle
03:00:00;50;Réelle
02:30:00;50;Réelle
02:30:00;50;Réelle
02:00:00;52;Réelle
02:00:00;52;Réelle
01:30:00;2120;Réelle
01:30:00;2120;Réelle
01:00:00;944;Réelle
01:00:00;944;Réelle
00:30:00;50;Réelle
00:30:00;50;Réelle

13/06/2021;;
00:00:00;50;Réelle
00:00:00;50;Réelle
23:30:00;52;Réelle
23:30:00;52;Réelle
23:00:00;50;Réelle
23:00:00;50;Réelle
22:30:00;54;Réelle
22:30:00;54;Réelle
22:00:00;152;Réelle
22:00:00;152;Réelle
21:30:00;42;Réelle
21:30:00;42;Réelle
21:00:00;34;Réelle
21:00:00;34;Réelle
20:30:00;1114;Réelle
20:30:00;1114;Réelle
20:00:00;446;Réelle
20:00:00;446;Réelle
19:30:00;0;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
18:00:00;0;Réelle
17:30:00;858;Réelle
17:30:00;858;Réelle
17:00:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:30:00;0;Réelle
16:00:00;12;Réelle
16:00:00;12;Réelle
15:30:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
15:00:00;0;Réelle
14:30:00;404;Réelle
14:30:00;404;Réelle
14:00:00;374;Réelle
14:00:00;374;Réelle
13:30:00;1420;Réelle
13:30:00;1420;Réelle
13:00:00;3228;Réelle
13:00:00;3228;Réelle
12:30:00;532;Réelle
12:30:00;532;Réelle
12:00:00;334;Réelle
12:00:00;334;Réelle
11:30:00;388;Réelle
11:30:00;388;Réelle
11:00:00;414;Réelle
11:00:00;414;Réelle
10:30:00;410;Réelle
10:30:00;410;Réelle
10:00:00;478;Réelle
10:00:00;478;Réelle
09:30:00;490;Réelle
09:30:00;490;Réelle
09:00:00;148;Réelle
09:00:00;148;Réelle
08:30:00;90;Réelle
08:30:00;90;Réelle
08:00:00;40;Réelle
08:00:00;40;Réelle
07:30:00;42;Réelle
07:30:00;42;Réelle
07:00:00;40;Réelle
07:00:00;40;Réelle
06:30:00;42;Réelle
06:30:00;42;Réelle
06:00:00;48;Réelle
06:00:00;48;Réelle
05:30:00;54;Réelle
05:30:00;54;Réelle
05:00:00;50;Réelle
05:00:00;50;Réelle
04:30:00;50;Réelle
04:30:00;50;Réelle
04:00:00;52;Réelle
04:00:00;52;Réelle
03:30:00;50;Réelle
03:30:00;50;Réelle
03:00:00;52;Réelle
03:00:00;52;Réelle
02:30:00;50;Réelle
02:30:00;50;Réelle
02:00:00;794;Réelle
02:00:00;794;Réelle
01:30:00;2696;Réelle
01:30:00;2696;Réelle
01:00:00;936;Réelle
01:00:00;936;Réelle
00:30:00;50;Réelle
00:30:00;50;Réelle

12/06/2021;;
00:00:00;50;Réelle
00:00:00;50;Réelle
23:30:00;52;Réelle
23:30:00;52;Réelle
23:00:00;52;Réelle
23:00:00;52;Réelle
22:30:00;50;Réelle
22:30:00;50;Réelle
22:00:00;46;Réelle
22:00:00;46;Réelle
21:30:00;42;Réelle
21:30:00;42;Réelle
21:00:00;22;Réelle
21:00:00;22;Réelle
20:30:00;0;Réelle
20:30:00;0;Réelle
20:00:00;0;Réelle
20:00:00;0;Réelle
19:30:00;0;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
18:00:00;0;Réelle
17:30:00;2;Réelle
17:30:00;2;Réelle
17:00:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:30:00;0;Réelle
15:00:00;78;Réelle
15:00:00;78;Réelle
14:30:00;180;Réelle
14:30:00;180;Réelle
14:00:00;258;Réelle
14:00:00;258;Réelle
13:30:00;1598;Réelle
13:30:00;1598;Réelle
13:00:00;2636;Réelle
13:00:00;2636;Réelle
12:30:00;2792;Réelle
12:30:00;2792;Réelle
12:00:00;1150;Réelle
12:00:00;1150;Réelle
11:30:00;1468;Réelle
11:30:00;1468;Réelle
11:00:00;178;Réelle
11:00:00;178;Réelle
10:30:00;366;Réelle
10:30:00;366;Réelle
10:00:00;680;Réelle
10:00:00;680;Réelle
09:30:00;710;Réelle
09:30:00;710;Réelle
09:00:00;858;Réelle
09:00:00;858;Réelle
08:30:00;248;Réelle
08:30:00;248;Réelle
08:00:00;88;Réelle
08:00:00;88;Réelle
07:30:00;40;Réelle
07:30:00;40;Réelle
07:00:00;42;Réelle
07:00:00;42;Réelle
06:30:00;42;Réelle
06:30:00;42;Réelle
06:00:00;50;Réelle
06:00:00;50;Réelle
05:30:00;52;Réelle
05:30:00;52;Réelle
05:00:00;52;Réelle
05:00:00;52;Réelle
04:30:00;50;Réelle
04:30:00;50;Réelle
04:00:00;50;Réelle
04:00:00;50;Réelle
03:30:00;52;Réelle
03:30:00;52;Réelle
03:00:00;50;Réelle
03:00:00;50;Réelle
02:30:00;52;Réelle
02:30:00;52;Réelle
02:00:00;50;Réelle
02:00:00;50;Réelle
01:30:00;2596;Réelle
01:30:00;2596;Réelle
01:00:00;954;Réelle
01:00:00;954;Réelle
00:30:00;52;Réelle
00:30:00;52;Réelle

11/06/2021;;
00:00:00;50;Réelle
23:30:00;50;Réelle
23:00:00;52;Réelle
22:30:00;54;Réelle
22:00:00;48;Réelle
21:30:00;40;Réelle
21:00:00;10;Réelle
20:30:00;2;Réelle
20:00:00;0;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;622;Réelle
13:00:00;2238;Réelle
12:30:00;856;Réelle
12:00:00;2;Réelle
11:30:00;0;Réelle
11:00:00;208;Réelle
10:30:00;316;Réelle
10:00:00;296;Réelle
09:30:00;320;Réelle
09:00:00;360;Réelle
08:30:00;506;Réelle
08:00:00;408;Réelle
07:30:00;620;Réelle
07:00:00;400;Réelle
06:30:00;198;Réelle
06:00:00;190;Réelle
05:30:00;228;Réelle
05:00:00;188;Réelle
04:30:00;1228;Réelle
04:00:00;258;Réelle
03:30:00;650;Réelle
03:00:00;528;Réelle
02:30:00;198;Réelle
02:00:00;208;Réelle
01:30:00;2520;Réelle
01:00:00;1062;Réelle
00:30:00;192;Réelle

10/06/2021;;
00:00:00;198;Réelle
23:30:00;310;Réelle
23:00:00;566;Réelle
22:30:00;836;Réelle
22:00:00;702;Réelle
21:30:00;242;Réelle
21:00:00;300;Réelle
20:30:00;198;Réelle
20:00:00;210;Réelle
19:30:00;204;Réelle
19:00:00;268;Réelle
18:30:00;206;Réelle
18:00:00;202;Réelle
17:30:00;202;Réelle
17:00:00;184;Réelle
16:30:00;198;Réelle
16:00:00;218;Réelle
15:30:00;224;Réelle
15:00:00;186;Réelle
14:30:00;182;Réelle
14:00:00;168;Réelle
13:30:00;624;Réelle
13:00:00;1882;Réelle
12:30:00;514;Réelle
12:00:00;182;Réelle
11:30:00;178;Réelle
11:00:00;204;Réelle
10:30:00;220;Réelle
10:00:00;238;Réelle
09:30:00;220;Réelle
09:00:00;258;Réelle
08:30:00;322;Réelle
08:00:00;532;Réelle
07:30:00;664;Réelle
07:00:00;402;Réelle
06:30:00;198;Réelle
06:00:00;194;Réelle
05:30:00;196;Réelle
05:00:00;196;Réelle
04:30:00;180;Réelle
04:00:00;198;Réelle
03:30:00;190;Réelle
03:00:00;206;Réelle
02:30:00;196;Réelle
02:00:00;190;Réelle
01:30:00;2374;Réelle
01:00:00;1036;Réelle
00:30:00;218;Réelle

09/06/2021;;
00:00:00;322;Réelle
23:30:00;408;Réelle
23:00:00;508;Réelle
22:30:00;830;Réelle
22:00:00;780;Réelle
21:30:00;328;Réelle
21:00:00;280;Réelle
20:30:00;232;Réelle
20:00:00;370;Réelle
19:30:00;188;Réelle
19:00:00;192;Réelle
18:30:00;188;Réelle
18:00:00;266;Réelle
17:30:00;220;Réelle
17:00:00;216;Réelle
16:30:00;228;Réelle
16:00:00;210;Réelle
15:30:00;234;Réelle
15:00:00;208;Réelle
14:30:00;150;Réelle
14:00:00;114;Réelle
13:30:00;966;Réelle
13:00:00;826;Réelle
12:30:00;546;Réelle
12:00:00;188;Réelle
11:30:00;188;Réelle
11:00:00;964;Réelle
10:30:00;254;Réelle
10:00:00;256;Réelle
09:30:00;362;Réelle
09:00:00;268;Réelle
08:30:00;284;Réelle
08:00:00;496;Réelle
07:30:00;672;Réelle
07:00:00;400;Réelle
06:30:00;206;Réelle
06:00:00;212;Réelle
05:30:00;210;Réelle
05:00:00;210;Réelle
04:30:00;194;Réelle
04:00:00;210;Réelle
03:30:00;200;Réelle
03:00:00;214;Réelle
02:30:00;214;Réelle
02:00:00;204;Réelle
01:30:00;1998;Réelle
01:00:00;1030;Réelle
00:30:00;214;Réelle

08/06/2021;;
00:00:00;234;Réelle
23:30:00;422;Réelle
23:00:00;634;Réelle
22:30:00;936;Réelle
22:00:00;868;Réelle
21:30:00;388;Réelle
21:00:00;270;Réelle
20:30:00;254;Réelle
20:00:00;258;Réelle
19:30:00;254;Réelle
19:00:00;244;Réelle
18:30:00;248;Réelle
18:00:00;206;Réelle
17:30:00;184;Réelle
17:00:00;204;Réelle
16:30:00;234;Réelle
16:00:00;260;Réelle
15:30:00;248;Réelle
15:00:00;236;Réelle
14:30:00;200;Réelle
14:00:00;188;Réelle
13:30:00;272;Réelle
13:00:00;902;Réelle
12:30:00;492;Réelle
12:00:00;232;Réelle
11:30:00;220;Réelle
11:00:00;218;Réelle
10:30:00;354;Réelle
10:00:00;392;Réelle
09:30:00;322;Réelle
09:00:00;596;Réelle
08:30:00;246;Réelle
08:00:00;650;Réelle
07:30:00;668;Réelle
07:00:00;394;Réelle
06:30:00;212;Réelle
06:00:00;192;Réelle
05:30:00;228;Réelle
05:00:00;1266;Réelle
04:30:00;296;Réelle
04:00:00;940;Réelle
03:30:00;706;Réelle
03:00:00;212;Réelle
02:30:00;200;Réelle
02:00:00;210;Réelle
01:30:00;2362;Réelle
01:00:00;1046;Réelle
00:30:00;218;Réelle

07/06/2021;;
00:00:00;224;Réelle
23:30:00;296;Réelle
23:00:00;596;Réelle
