
Recapitulatif de mes puissances atteintes en W

Date et heure de releve par le distributeur;Puissance atteinte (W);Nature de la donnee
19:00:00;1300;Reelle
18:30:00;1566;Reelle
18:00:00;2164;Reelle
17:30:00;1698;Reelle
17:00:00;2328;Reelle
16:30:00;1622;Reelle
16:00:00;310;Reelle
15:30:00;860;Reelle
15:00:00;220;Reelle
14:30:00;1436;Reelle
14:00:00;158;Reelle
13:30:00;2764;Reelle
13:00:00;4082;Reelle
12:30:00;270;Reelle
12:00:00;252;Reelle
11:30:00;326;Reelle
11:00:00;342;Reelle
10:30:00;352;Reelle
10:00:00;404;Reelle
09:30:00;556;Reelle
09:00:00;576;Reelle
08:30:00;466;Reelle
08:00:00;1172;Reelle
07:30:00;1770;Reelle
07:00:00;1192;Reelle
06:30:00;1130;Reelle
06:00:00;648;Reelle
05:30:00;1216;Reelle
05:00:00;448;Reelle
04:30:00;1914;Reelle
04:00:00;512;Reelle
03:30:00;518;Reelle
03:00:00;1038;Reelle
02:30:00;454;Reelle
02:00:00;1320;Reelle
01:30:00;2900;Reelle
01:00:00;1264;Reelle
00:30:00;692;Reelle

03/11/2021;;
00:00:00;698;Reelle
23:30:00;682;Reelle
23:00:00;620;Reelle
22:30:00;1650;Reelle
22:00:00;1204;Reelle
21:30:00;654;Reelle
21:00:00;582;Reelle
20:30:00;606;Reelle
20:00:00;1298;Reelle
19:30:00;1278;Reelle
19:00:00;1122;Reelle
18:30:00;1146;Reelle
18:00:00;0;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:00:00;0;Reelle
14:30:00;0;Reelle
14:00:00;0;Reelle
13:30:00;0;Reelle
13:00:00;1436;Reelle
12:30:00;2862;Reelle
12:00:00;1114;Reelle
11:30:00;894;Reelle
11:00:00;910;Reelle
10:30:00;1208;Reelle
10:00:00;682;Reelle
09:30:00;698;Reelle
09:00:00;1502;Reelle
08:30:00;468;Reelle
08:00:00;1164;Reelle
07:30:00;1924;Reelle
07:00:00;1188;Reelle
06:30:00;1110;Reelle
06:00:00;502;Reelle
05:30:00;1048;Reelle
05:00:00;254;Reelle
04:30:00;236;Reelle
04:00:00;264;Reelle
03:30:00;254;Reelle
03:00:00;224;Reelle
02:30:00;1426;Reelle
02:00:00;0;Reelle
01:30:00;18;Reelle
01:00:00;1204;Reelle
00:30:00;390;Reelle

02/11/2021;;
00:00:00;474;Reelle
23:30:00;482;Reelle
23:00:00;544;Reelle
22:30:00;1510;Reelle
22:00:00;1088;Reelle
21:30:00;480;Reelle
21:00:00;488;Reelle
20:30:00;600;Reelle
20:00:00;1448;Reelle
19:30:00;1810;Reelle
19:00:00;1502;Reelle
18:30:00;1538;Reelle
18:00:00;946;Reelle
17:30:00;216;Reelle
17:00:00;134;Reelle
16:30:00;10;Reelle
16:00:00;22;Reelle
15:30:00;0;Reelle
15:00:00;2;Reelle
14:30:00;0;Reelle
14:00:00;140;Reelle
13:30:00;3264;Reelle
13:00:00;2682;Reelle
12:30:00;990;Reelle
12:00:00;178;Reelle
11:30:00;310;Reelle
11:00:00;142;Reelle
10:30:00;168;Reelle
10:00:00;226;Reelle
09:30:00;586;Reelle
09:00:00;790;Reelle
08:30:00;1248;Reelle
08:00:00;1876;Reelle
07:30:00;1294;Reelle
07:00:00;282;Reelle
06:30:00;1044;Reelle
06:00:00;1428;Reelle
05:30:00;1586;Reelle
05:00:00;1298;Reelle
04:30:00;1388;Reelle
04:00:00;1344;Reelle
03:30:00;1872;Reelle
03:00:00;738;Reelle
02:30:00;1224;Reelle
02:00:00;1082;Reelle
01:30:00;2992;Reelle
01:00:00;1324;Reelle
00:30:00;520;Reelle

01/11/2021;;
00:00:00;512;Reelle
23:30:00;506;Reelle
23:00:00;630;Reelle
22:30:00;1588;Reelle
22:00:00;476;Reelle
21:30:00;50;Reelle
21:00:00;184;Reelle
20:30:00;716;Reelle
20:00:00;1730;Reelle
19:30:00;2788;Reelle
19:00:00;2834;Reelle
18:30:00;1438;Reelle
18:00:00;1330;Reelle
17:30:00;758;Reelle
17:00:00;170;Reelle
16:30:00;124;Reelle
16:00:00;46;Reelle
15:30:00;40;Reelle
15:00:00;20;Reelle
14:30:00;0;Reelle
14:00:00;38;Reelle
13:30:00;1598;Reelle
13:00:00;2810;Reelle
12:30:00;896;Reelle
12:00:00;272;Reelle
11:30:00;350;Reelle
11:00:00;366;Reelle
10:30:00;1238;Reelle
10:00:00;630;Reelle
09:30:00;518;Reelle
09:00:00;734;Reelle
08:30:00;466;Reelle
08:00:00;888;Reelle
07:30:00;1326;Reelle
07:00:00;942;Reelle
06:30:00;782;Reelle
06:00:00;502;Reelle
05:30:00;1020;Reelle
05:00:00;52;Reelle
04:30:00;50;Reelle
04:00:00;50;Reelle
03:30:00;52;Reelle
03:00:00;50;Reelle
02:30:00;52;Reelle
02:00:00;1526;Reelle
01:30:00;2726;Reelle
01:00:00;934;Reelle
00:30:00;50;Reelle

30/10/2021;;
00:00:00;446;Reelle
23:30:00;932;Reelle
23:00:00;788;Reelle
22:30:00;840;Reelle
22:00:00;1064;Reelle
21:30:00;562;Reelle
21:00:00;608;Reelle
20:30:00;852;Reelle
20:00:00;952;Reelle
19:30:00;1268;Reelle
19:00:00;1124;Reelle
18:30:00;1516;Reelle
18:00:00;1290;Reelle
17:30:00;968;Reelle
17:00:00;766;Reelle
16:30:00;996;Reelle
16:00:00;580;Reelle
15:30:00;642;Reelle
15:00:00;580;Reelle
14:30:00;1234;Reelle
14:00:00;3274;Reelle
13:30:00;3480;Reelle
13:00:00;3118;Reelle
12:30:00;2226;Reelle
12:00:00;546;Reelle
11:30:00;642;Reelle
11:00:00;946;Reelle
10:30:00;222;Reelle
10:00:00;42;Reelle
09:30:00;368;Reelle
09:00:00;86;Reelle
08:30:00;52;Reelle
08:00:00;114;Reelle
07:30:00;1172;Reelle
07:00:00;400;Reelle
06:30:00;1514;Reelle
06:00:00;814;Reelle
05:30:00;1060;Reelle
05:00:00;1086;Reelle
04:30:00;814;Reelle
04:00:00;1834;Reelle
03:30:00;1184;Reelle
03:00:00;1434;Reelle
02:30:00;2430;Reelle
02:00:00;1076;Reelle
01:30:00;2914;Reelle
01:00:00;1278;Reelle
00:30:00;448;Reelle

29/10/2021;;
00:00:00;438;Reelle
23:30:00;564;Reelle
23:00:00;248;Reelle
22:30:00;50;Reelle
22:00:00;52;Reelle
21:30:00;50;Reelle
21:00:00;52;Reelle
20:30:00;376;Reelle
20:00:00;1270;Reelle
19:30:00;1634;Reelle
19:00:00;1748;Reelle
18:30:00;1166;Reelle
18:00:00;1024;Reelle
17:30:00;1460;Reelle
17:00:00;1270;Reelle
16:30:00;444;Reelle
16:00:00;438;Reelle
15:30:00;602;Reelle
15:00:00;524;Reelle
14:30:00;1094;Reelle
14:00:00;3030;Reelle
13:30:00;3050;Reelle
13:00:00;2834;Reelle
12:30:00;1544;Reelle
12:00:00;362;Reelle
11:30:00;602;Reelle
11:00:00;626;Reelle
10:30:00;1078;Reelle
10:00:00;2276;Reelle
09:30:00;712;Reelle
09:00:00;828;Reelle
08:30:00;508;Reelle
08:00:00;956;Reelle
07:30:00;1172;Reelle
07:00:00;52;Reelle
06:30:00;254;Reelle
06:00:00;50;Reelle
05:30:00;50;Reelle
05:00:00;52;Reelle
04:30:00;50;Reelle
04:00:00;52;Reelle
03:30:00;50;Reelle
03:00:00;266;Reelle
02:30:00;394;Reelle
02:00:00;404;Reelle
01:30:00;2422;Reelle
01:00:00;1252;Reelle
00:30:00;384;Reelle

28/10/2021;;
00:00:00;404;Reelle
23:30:00;406;Reelle
23:00:00;624;Reelle
22:30:00;904;Reelle
22:00:00;1076;Reelle
21:30:00;668;Reelle
21:00:00;714;Reelle
20:30:00;640;Reelle
20:00:00;898;Reelle
19:30:00;2654;Reelle
19:00:00;52;Reelle
18:30:00;50;Reelle
18:00:00;20;Reelle
17:30:00;312;Reelle
17:00:00;220;Reelle
16:30:00;244;Reelle
16:00:00;244;Reelle
15:30:00;170;Reelle
15:00:00;224;Reelle
14:30:00;200;Reelle
14:00:00;1028;Reelle
13:30:00;2798;Reelle
13:00:00;3182;Reelle
12:30:00;1748;Reelle
12:00:00;700;Reelle
11:30:00;546;Reelle
11:00:00;652;Reelle
10:30:00;902;Reelle
10:00:00;772;Reelle
09:30:00;174;Reelle
09:00:00;0;Reelle
08:30:00;0;Reelle
08:00:00;0;Reelle
07:30:00;0;Reelle
07:00:00;0;Reelle
06:30:00;46;Reelle
06:00:00;50;Reelle
05:30:00;52;Reelle
05:00:00;76;Reelle
04:30:00;416;Reelle
04:00:00;520;Reelle
03:30:00;532;Reelle
03:00:00;668;Reelle
02:30:00;1122;Reelle
02:00:00;426;Reelle
01:30:00;2796;Reelle
01:00:00;1260;Reelle
00:30:00;420;Reelle

27/10/2021;;
00:00:00;440;Reelle
23:30:00;632;Reelle
23:00:00;768;Reelle
22:30:00;1236;Reelle
22:00:00;142;Reelle
21:30:00;530;Reelle
21:00:00;1058;Reelle
20:30:00;496;Reelle
20:00:00;586;Reelle
19:30:00;760;Reelle
19:00:00;644;Reelle
18:30:00;1138;Reelle
18:00:00;1122;Reelle
17:30:00;2;Reelle
17:00:00;920;Reelle
16:30:00;156;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:00:00;10;Reelle
14:30:00;1714;Reelle
14:00:00;4148;Reelle
13:30:00;2614;Reelle
13:00:00;2662;Reelle
12:30:00;1494;Reelle
12:00:00;932;Reelle
11:30:00;1272;Reelle
11:00:00;1412;Reelle
10:30:00;386;Reelle
10:00:00;332;Reelle
09:30:00;502;Reelle
09:00:00;494;Reelle
08:30:00;314;Reelle
08:00:00;748;Reelle
07:30:00;1170;Reelle
07:00:00;384;Reelle
06:30:00;728;Reelle
06:00:00;214;Reelle
05:30:00;212;Reelle
05:00:00;194;Reelle
04:30:00;210;Reelle
04:00:00;214;Reelle
03:30:00;218;Reelle
03:00:00;188;Reelle
02:30:00;216;Reelle
02:00:00;2034;Reelle
01:30:00;2688;Reelle
01:00:00;1016;Reelle
00:30:00;218;Reelle

26/10/2021;;
00:00:00;210;Reelle
23:30:00;342;Reelle
23:00:00;444;Reelle
22:30:00;1258;Reelle
22:00:00;826;Reelle
21:30:00;380;Reelle
21:00:00;332;Reelle
20:30:00;586;Reelle
20:00:00;1140;Reelle
19:30:00;1100;Reelle
19:00:00;872;Reelle
18:30:00;1404;Reelle
18:00:00;1530;Reelle
17:30:00;1446;Reelle
17:00:00;960;Reelle
16:30:00;844;Reelle
16:00:00;1586;Reelle
15:30:00;1090;Reelle
15:00:00;1076;Reelle
14:30:00;1184;Reelle
14:00:00;1754;Reelle
13:30:00;2732;Reelle
13:00:00;3236;Reelle
12:30:00;1540;Reelle
12:00:00;470;Reelle
11:30:00;574;Reelle
11:00:00;928;Reelle
10:30:00;1162;Reelle
10:00:00;842;Reelle
09:30:00;816;Reelle
09:00:00;534;Reelle
08:30:00;682;Reelle
08:00:00;798;Reelle
07:30:00;1236;Reelle
07:00:00;406;Reelle
06:30:00;872;Reelle
06:00:00;190;Reelle
05:30:00;192;Reelle
05:00:00;210;Reelle
04:30:00;198;Reelle
04:00:00;198;Reelle
03:30:00;190;Reelle
03:00:00;216;Reelle
02:30:00;208;Reelle
02:00:00;784;Reelle
01:30:00;2656;Reelle
01:00:00;1036;Reelle
00:30:00;240;Reelle

25/10/2021;;
00:00:00;248;Reelle
23:30:00;396;Reelle
23:00:00;528;Reelle
22:30:00;1352;Reelle
22:00:00;842;Reelle
21:30:00;444;Reelle
21:00:00;536;Reelle
20:30:00;612;Reelle
20:00:00;784;Reelle
19:30:00;1286;Reelle
19:00:00;876;Reelle
18:30:00;1152;Reelle
18:00:00;838;Reelle
17:30:00;644;Reelle
17:00:00;298;Reelle
16:30:00;328;Reelle
16:00:00;1012;Reelle
15:30:00;520;Reelle
15:00:00;308;Reelle
14:30:00;2088;Reelle
14:00:00;2554;Reelle
13:30:00;3036;Reelle
13:00:00;3014;Reelle
12:30:00;1830;Reelle
12:00:00;656;Reelle
11:30:00;336;Reelle
11:00:00;410;Reelle
10:30:00;314;Reelle
10:00:00;556;Reelle
09:30:00;108;Reelle
09:00:00;0;Reelle
08:30:00;0;Reelle
08:00:00;0;Reelle
07:30:00;0;Reelle
07:00:00;0;Reelle
06:30:00;90;Reelle
06:00:00;50;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;50;Reelle
04:00:00;52;Reelle
03:30:00;50;Reelle
03:00:00;52;Reelle
02:30:00;50;Reelle
02:00:00;564;Reelle
01:30:00;2820;Reelle
01:00:00;1258;Reelle
00:30:00;416;Reelle

24/10/2021;;
00:00:00;464;Reelle
23:30:00;514;Reelle
23:00:00;872;Reelle
22:30:00;1594;Reelle
22:00:00;1078;Reelle
21:30:00;644;Reelle
21:00:00;680;Reelle
20:30:00;746;Reelle
20:00:00;982;Reelle
19:30:00;1710;Reelle
19:00:00;3240;Reelle
18:30:00;3240;Reelle
18:00:00;4;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;214;Reelle
15:30:00;986;Reelle
15:00:00;76;Reelle
14:30:00;298;Reelle
14:00:00;2370;Reelle
13:30:00;2082;Reelle
13:00:00;2860;Reelle
12:30:00;2758;Reelle
12:00:00;1512;Reelle
11:30:00;716;Reelle
11:00:00;632;Reelle
10:30:00;1890;Reelle
10:00:00;1184;Reelle
09:30:00;1124;Reelle
09:00:00;1120;Reelle
08:30:00;664;Reelle
08:00:00;898;Reelle
07:30:00;1506;Reelle
07:00:00;562;Reelle
06:30:00;1156;Reelle
06:00:00;548;Reelle
05:30:00;578;Reelle
05:00:00;362;Reelle
04:30:00;676;Reelle
04:00:00;1236;Reelle
03:30:00;1542;Reelle
03:00:00;674;Reelle
02:30:00;50;Reelle
02:00:00;1254;Reelle
01:30:00;2682;Reelle
01:00:00;940;Reelle
00:30:00;50;Reelle

23/10/2021;;
00:00:00;52;Reelle
23:30:00;50;Reelle
23:00:00;432;Reelle
22:30:00;1352;Reelle
22:00:00;762;Reelle
21:30:00;370;Reelle
21:00:00;592;Reelle
20:30:00;1578;Reelle
20:00:00;1452;Reelle
19:30:00;1954;Reelle
19:00:00;1646;Reelle
18:30:00;2182;Reelle
18:00:00;2294;Reelle
17:30:00;1288;Reelle
17:00:00;754;Reelle
16:30:00;750;Reelle
16:00:00;334;Reelle
15:30:00;534;Reelle
15:00:00;376;Reelle
14:30:00;464;Reelle
14:00:00;792;Reelle
13:30:00;1262;Reelle
13:00:00;2882;Reelle
12:30:00;2134;Reelle
12:00:00;1254;Reelle
11:30:00;1302;Reelle
11:00:00;818;Reelle
10:30:00;478;Reelle
10:00:00;624;Reelle
09:30:00;1136;Reelle
09:00:00;786;Reelle
08:30:00;52;Reelle
08:00:00;50;Reelle
07:30:00;52;Reelle
07:00:00;50;Reelle
06:30:00;52;Reelle
06:00:00;306;Reelle
05:30:00;450;Reelle
05:00:00;474;Reelle
04:30:00;458;Reelle
04:00:00;464;Reelle
03:30:00;468;Reelle
03:00:00;486;Reelle
02:30:00;486;Reelle
02:00:00;1194;Reelle
01:30:00;3000;Reelle
01:00:00;1336;Reelle
00:30:00;502;Reelle

22/10/2021;;
00:00:00;542;Reelle
23:30:00;642;Reelle
23:00:00;802;Reelle
22:30:00;1634;Reelle
22:00:00;1172;Reelle
21:30:00;592;Reelle
21:00:00;52;Reelle
20:30:00;50;Reelle
20:00:00;52;Reelle
19:30:00;88;Reelle
19:00:00;952;Reelle
18:30:00;1030;Reelle
18:00:00;926;Reelle
17:30:00;824;Reelle
17:00:00;346;Reelle
16:30:00;334;Reelle
16:00:00;734;Reelle
15:30:00;268;Reelle
15:00:00;350;Reelle
14:30:00;774;Reelle
14:00:00;346;Reelle
13:30:00;1700;Reelle
13:00:00;2758;Reelle
12:30:00;1264;Reelle
12:00:00;624;Reelle
11:30:00;694;Reelle
11:00:00;842;Reelle
10:30:00;1042;Reelle
10:00:00;480;Reelle
09:30:00;814;Reelle
09:00:00;858;Reelle
08:30:00;1304;Reelle
08:00:00;444;Reelle
07:30:00;0;Reelle
07:00:00;0;Reelle
06:30:00;94;Reelle
06:00:00;50;Reelle
05:30:00;50;Reelle
05:00:00;52;Reelle
04:30:00;50;Reelle
04:00:00;52;Reelle
03:30:00;216;Reelle
03:00:00;422;Reelle
02:30:00;424;Reelle
02:00:00;856;Reelle
01:30:00;2894;Reelle
01:00:00;1276;Reelle
00:30:00;458;Reelle

21/10/2021;;
00:00:00;596;Reelle
23:30:00;620;Reelle
23:00:00;752;Reelle
22:30:00;1360;Reelle
22:00:00;968;Reelle
21:30:00;646;Reelle
21:00:00;628;Reelle
20:30:00;688;Reelle
20:00:00;790;Reelle
19:30:00;1108;Reelle
19:00:00;258;Reelle
18:30:00;42;Reelle
18:00:00;12;Reelle
17:30:00;10;Reelle
17:00:00;0;Reelle
16:30:00;228;Reelle
16:00:00;372;Reelle
15:30:00;346;Reelle
15:00:00;338;Reelle
14:30:00;330;Reelle
14:00:00;1380;Reelle
13:30:00;2786;Reelle
13:00:00;2802;Reelle
12:30:00;1330;Reelle
12:00:00;972;Reelle
11:30:00;476;Reelle
11:00:00;418;Reelle
10:30:00;396;Reelle
10:00:00;428;Reelle
09:30:00;592;Reelle
09:00:00;518;Reelle
08:30:00;958;Reelle
08:00:00;1150;Reelle
07:30:00;1128;Reelle
07:00:00;604;Reelle
06:30:00;544;Reelle
06:00:00;50;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;50;Reelle
04:00:00;814;Reelle
03:30:00;52;Reelle
03:00:00;774;Reelle
02:30:00;528;Reelle
02:00:00;164;Reelle
01:30:00;2730;Reelle
01:00:00;942;Reelle
00:30:00;50;Reelle

20/10/2021;;
00:00:00;50;Reelle
23:30:00;52;Reelle
23:00:00;50;Reelle
22:30:00;750;Reelle
22:00:00;916;Reelle
21:30:00;554;Reelle
21:00:00;576;Reelle
20:30:00;604;Reelle
20:00:00;616;Reelle
19:30:00;1852;Reelle
19:00:00;940;Reelle
18:30:00;828;Reelle
18:00:00;832;Reelle
17:30:00;470;Reelle
17:00:00;380;Reelle
16:30:00;376;Reelle
16:00:00;400;Reelle
15:30:00;402;Reelle
15:00:00;370;Reelle
14:30:00;388;Reelle
14:00:00;406;Reelle
13:30:00;2318;Reelle
13:00:00;2736;Reelle
12:30:00;1510;Reelle
12:00:00;734;Reelle
11:30:00;782;Reelle
11:00:00;400;Reelle
10:30:00;760;Reelle
10:00:00;1086;Reelle
09:30:00;868;Reelle
09:00:00;1678;Reelle
08:30:00;398;Reelle
08:00:00;52;Reelle
07:30:00;50;Reelle
07:00:00;50;Reelle
06:30:00;202;Reelle
06:00:00;394;Reelle
05:30:00;388;Reelle
05:00:00;410;Reelle
04:30:00;400;Reelle
04:00:00;412;Reelle
03:30:00;398;Reelle
03:00:00;420;Reelle
02:30:00;418;Reelle
02:00:00;644;Reelle
01:30:00;2902;Reelle
01:00:00;1260;Reelle
00:30:00;430;Reelle

19/10/2021;;
00:00:00;440;Reelle
23:30:00;520;Reelle
23:00:00;598;Reelle
22:30:00;966;Reelle
22:00:00;904;Reelle
21:30:00;596;Reelle
21:00:00;268;Reelle
20:30:00;50;Reelle
20:00:00;52;Reelle
19:30:00;406;Reelle
19:00:00;338;Reelle
18:30:00;28;Reelle
18:00:00;0;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;2;Reelle
16:00:00;0;Reelle
15:30:00;10;Reelle
15:00:00;228;Reelle
14:30:00;310;Reelle
14:00:00;346;Reelle
13:30:00;1394;Reelle
13:00:00;2586;Reelle
12:30:00;1100;Reelle
12:00:00;396;Reelle
11:30:00;352;Reelle
11:00:00;360;Reelle
10:30:00;370;Reelle
10:00:00;370;Reelle
09:30:00;422;Reelle
09:00:00;466;Reelle
08:30:00;584;Reelle
08:00:00;1210;Reelle
07:30:00;1062;Reelle
07:00:00;52;Reelle
06:30:00;200;Reelle
06:00:00;50;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;52;Reelle
04:00:00;50;Reelle
03:30:00;50;Reelle
03:00:00;52;Reelle
02:30:00;50;Reelle
02:00:00;890;Reelle
01:30:00;2910;Reelle
01:00:00;1258;Reelle
00:30:00;410;Reelle

18/10/2021;;
00:00:00;424;Reelle
23:30:00;554;Reelle
23:00:00;702;Reelle
22:30:00;1542;Reelle
22:00:00;930;Reelle
21:30:00;524;Reelle
21:00:00;556;Reelle
20:30:00;584;Reelle
20:00:00;786;Reelle
19:30:00;1630;Reelle
19:00:00;1240;Reelle
18:30:00;36;Reelle
18:00:00;32;Reelle
17:30:00;22;Reelle
17:00:00;2;Reelle
16:30:00;106;Reelle
16:00:00;398;Reelle
15:30:00;1134;Reelle
15:00:00;298;Reelle
14:30:00;828;Reelle
14:00:00;1610;Reelle
13:30:00;2426;Reelle
13:00:00;2670;Reelle
12:30:00;1330;Reelle
12:00:00;542;Reelle
11:30:00;464;Reelle
11:00:00;776;Reelle
10:30:00;484;Reelle
10:00:00;534;Reelle
09:30:00;1018;Reelle
09:00:00;942;Reelle
08:30:00;1226;Reelle
08:00:00;1408;Reelle
07:30:00;1518;Reelle
07:00:00;618;Reelle
06:30:00;1340;Reelle
06:00:00;410;Reelle
05:30:00;420;Reelle
05:00:00;436;Reelle
04:30:00;456;Reelle
04:00:00;450;Reelle
03:30:00;450;Reelle
03:00:00;448;Reelle
02:30:00;466;Reelle
02:00:00;536;Reelle
01:30:00;2706;Reelle
01:00:00;934;Reelle
00:30:00;50;Reelle

17/10/2021;;
00:00:00;50;Reelle
23:30:00;52;Reelle
23:00:00;50;Reelle
22:30:00;52;Reelle
22:00:00;140;Reelle
21:30:00;516;Reelle
21:00:00;528;Reelle
20:30:00;806;Reelle
20:00:00;1074;Reelle
19:30:00;2904;Reelle
19:00:00;1606;Reelle
18:30:00;1782;Reelle
18:00:00;1894;Reelle
17:30:00;1160;Reelle
17:00:00;636;Reelle
16:30:00;868;Reelle
16:00:00;394;Reelle
15:30:00;376;Reelle
15:00:00;270;Reelle
14:30:00;512;Reelle
14:00:00;2836;Reelle
13:30:00;4204;Reelle
13:00:00;3362;Reelle
12:30:00;2124;Reelle
12:00:00;1322;Reelle
11:30:00;676;Reelle
11:00:00;2272;Reelle
10:30:00;834;Reelle
10:00:00;528;Reelle
09:30:00;1236;Reelle
09:00:00;768;Reelle
08:30:00;602;Reelle
08:00:00;726;Reelle
07:30:00;940;Reelle
07:00:00;50;Reelle
06:30:00;54;Reelle
06:00:00;52;Reelle
05:30:00;50;Reelle
05:00:00;52;Reelle
04:30:00;50;Reelle
04:00:00;50;Reelle
03:30:00;52;Reelle
03:00:00;370;Reelle
02:30:00;386;Reelle
02:00:00;1560;Reelle
01:30:00;2878;Reelle
01:00:00;1264;Reelle
00:30:00;436;Reelle

16/10/2021;;
00:00:00;926;Reelle
23:30:00;968;Reelle
23:00:00;1616;Reelle
22:30:00;2060;Reelle
22:00:00;1560;Reelle
21:30:00;1114;Reelle
21:00:00;1324;Reelle
20:30:00;1076;Reelle
20:00:00;1810;Reelle
19:30:00;1790;Reelle
19:00:00;1522;Reelle
18:30:00;38;Reelle
18:00:00;2;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;2;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:00:00;532;Reelle
14:30:00;526;Reelle
14:00:00;276;Reelle
13:30:00;1604;Reelle
13:00:00;1422;Reelle
12:30:00;2088;Reelle
12:00:00;748;Reelle
11:30:00;352;Reelle
11:00:00;378;Reelle
10:30:00;460;Reelle
10:00:00;440;Reelle
09:30:00;866;Reelle
09:00:00;1268;Reelle
08:30:00;670;Reelle
08:00:00;704;Reelle
07:30:00;338;Reelle
07:00:00;52;Reelle
06:30:00;50;Reelle
06:00:00;50;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;52;Reelle
04:00:00;190;Reelle
03:30:00;1308;Reelle
03:00:00;592;Reelle
02:30:00;1336;Reelle
02:00:00;1844;Reelle
01:30:00;2868;Reelle
01:00:00;1274;Reelle
00:30:00;456;Reelle

15/10/2021;;
00:00:00;474;Reelle
23:30:00;576;Reelle
23:00:00;768;Reelle
22:30:00;1308;Reelle
22:00:00;950;Reelle
21:30:00;602;Reelle
21:00:00;586;Reelle
20:30:00;744;Reelle
20:00:00;988;Reelle
19:30:00;832;Reelle
19:00:00;500;Reelle
18:30:00;38;Reelle
18:00:00;0;Reelle
17:30:00;4;Reelle
17:00:00;242;Reelle
16:30:00;328;Reelle
16:00:00;340;Reelle
15:30:00;404;Reelle
15:00:00;372;Reelle
14:30:00;468;Reelle
14:00:00;2336;Reelle
13:30:00;3028;Reelle
13:00:00;2586;Reelle
12:30:00;2130;Reelle
12:00:00;466;Reelle
11:30:00;374;Reelle
11:00:00;502;Reelle
10:30:00;840;Reelle
10:00:00;400;Reelle
09:30:00;386;Reelle
09:00:00;1214;Reelle
08:30:00;756;Reelle
08:00:00;910;Reelle
07:30:00;1018;Reelle
07:00:00;50;Reelle
06:30:00;72;Reelle
06:00:00;50;Reelle
05:30:00;52;Reelle
05:00:00;292;Reelle
04:30:00;608;Reelle
04:00:00;52;Reelle
03:30:00;1244;Reelle
03:00:00;366;Reelle
02:30:00;506;Reelle
02:00:00;646;Reelle
01:30:00;2878;Reelle
01:00:00;1252;Reelle
00:30:00;632;Reelle

14/10/2021;;
00:00:00;784;Reelle
23:30:00;814;Reelle
23:00:00;812;Reelle
22:30:00;790;Reelle
22:00:00;774;Reelle
21:30:00;1078;Reelle
21:00:00;922;Reelle
20:30:00;602;Reelle
20:00:00;840;Reelle
19:30:00;932;Reelle
19:00:00;166;Reelle
18:30:00;18;Reelle
18:00:00;0;Reelle
17:30:00;12;Reelle
17:00:00;16;Reelle
16:30:00;310;Reelle
16:00:00;348;Reelle
15:30:00;550;Reelle
15:00:00;366;Reelle
14:30:00;414;Reelle
14:00:00;450;Reelle
13:30:00;1812;Reelle
13:00:00;2750;Reelle
12:30:00;1528;Reelle
12:00:00;642;Reelle
11:30:00;400;Reelle
11:00:00;420;Reelle
10:30:00;424;Reelle
10:00:00;442;Reelle
09:30:00;502;Reelle
09:00:00;494;Reelle
08:30:00;950;Reelle
08:00:00;1060;Reelle
07:30:00;1398;Reelle
07:00:00;50;Reelle
06:30:00;390;Reelle
06:00:00;50;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;50;Reelle
04:00:00;52;Reelle
03:30:00;50;Reelle
03:00:00;150;Reelle
02:30:00;424;Reelle
02:00:00;424;Reelle
01:30:00;2868;Reelle
01:00:00;1256;Reelle
00:30:00;446;Reelle

13/10/2021;;
00:00:00;536;Reelle
23:30:00;696;Reelle
23:00:00;862;Reelle
22:30:00;1504;Reelle
22:00:00;940;Reelle
21:30:00;576;Reelle
21:00:00;676;Reelle
20:30:00;776;Reelle
20:00:00;1712;Reelle
19:30:00;916;Reelle
19:00:00;44;Reelle
18:30:00;14;Reelle
18:00:00;72;Reelle
17:30:00;6;Reelle
17:00:00;120;Reelle
16:30:00;0;Reelle
16:00:00;0;Reelle
15:30:00;346;Reelle
15:00:00;350;Reelle
14:30:00;298;Reelle
14:00:00;296;Reelle
13:30:00;2052;Reelle
13:00:00;1730;Reelle
12:30:00;930;Reelle
12:00:00;924;Reelle
11:30:00;656;Reelle
11:00:00;1296;Reelle
10:30:00;1592;Reelle
10:00:00;450;Reelle
09:30:00;392;Reelle
09:00:00;1372;Reelle
08:30:00;1084;Reelle
08:00:00;1240;Reelle
07:30:00;1370;Reelle
