
Recapitulatif de mes puissances atteintes en W

Date et heure de releve par le distributeur;Puissance atteinte (W);Nature de la donnee
18:30:00;142;Reelle
18:00:00;140;Reelle
17:30:00;150;Reelle
17:00:00;134;Reelle
16:30:00;148;Reelle
16:00:00;140;Reelle
15:30:00;144;Reelle
15:00:00;144;Reelle
14:30:00;140;Reelle
14:00:00;150;Reelle
13:30:00;136;Reelle
13:00:00;148;Reelle
12:30:00;142;Reelle
12:00:00;140;Reelle
11:30:00;146;Reelle
11:00:00;134;Reelle
10:30:00;150;Reelle
10:00:00;134;Reelle
09:30:00;146;Reelle
09:00:00;148;Reelle
08:30:00;142;Reelle
08:00:00;150;Reelle
07:30:00;134;Reelle
07:00:00;150;Reelle
06:30:00;138;Reelle
06:00:00;148;Reelle
05:30:00;146;Reelle
05:00:00;142;Reelle
04:30:00;152;Reelle
04:00:00;138;Reelle
03:30:00;150;Reelle
03:00:00;142;Reelle
02:30:00;150;Reelle
02:00:00;1456;Reelle
01:30:00;1040;Reelle
01:00:00;148;Reelle
00:30:00;136;Reelle

02/08/2021;;
00:00:00;148;Reelle
23:30:00;142;Reelle
23:00:00;142;Reelle
22:30:00;148;Reelle
22:00:00;138;Reelle
21:30:00;150;Reelle
21:00:00;136;Reelle
20:30:00;146;Reelle
20:00:00;144;Reelle
19:30:00;140;Reelle
19:00:00;148;Reelle
18:30:00;134;Reelle
18:00:00;148;Reelle
17:30:00;142;Reelle
17:00:00;144;Reelle
16:30:00;148;Reelle
16:00:00;138;Reelle
15:30:00;152;Reelle
15:00:00;136;Reelle
14:30:00;150;Reelle
14:00:00;146;Reelle
13:30:00;144;Reelle
13:00:00;144;Reelle
12:30:00;142;Reelle
12:00:00;146;Reelle
11:30:00;136;Reelle
11:00:00;148;Reelle
10:30:00;134;Reelle
10:00:00;150;Reelle
09:30:00;136;Reelle
09:00:00;146;Reelle
08:30:00;142;Reelle
08:00:00;142;Reelle
07:30:00;144;Reelle
07:00:00;142;Reelle
06:30:00;148;Reelle
06:00:00;138;Reelle
05:30:00;150;Reelle
05:00:00;136;Reelle
04:30:00;150;Reelle
04:00:00;142;Reelle
03:30:00;152;Reelle
03:00:00;146;Reelle
02:30:00;148;Reelle
02:00:00;2012;Reelle
01:30:00;374;Reelle
01:00:00;156;Reelle
00:30:00;134;Reelle

01/08/2021;;
00:00:00;156;Reelle
23:30:00;144;Reelle
23:00:00;152;Reelle
22:30:00;148;Reelle
22:00:00;146;Reelle
21:30:00;154;Reelle
21:00:00;142;Reelle
20:30:00;158;Reelle
20:00:00;138;Reelle
19:30:00;158;Reelle
19:00:00;142;Reelle
18:30:00;148;Reelle
18:00:00;150;Reelle
17:30:00;142;Reelle
17:00:00;154;Reelle
16:30:00;140;Reelle
16:00:00;148;Reelle
15:30:00;142;Reelle
15:00:00;142;Reelle
14:30:00;150;Reelle
14:00:00;138;Reelle
13:30:00;154;Reelle
13:00:00;136;Reelle
12:30:00;148;Reelle
12:00:00;142;Reelle
11:30:00;142;Reelle
11:00:00;150;Reelle
10:30:00;140;Reelle
10:00:00;152;Reelle
09:30:00;142;Reelle
09:00:00;152;Reelle
08:30:00;150;Reelle
08:00:00;140;Reelle
07:30:00;150;Reelle
07:00:00;136;Reelle
06:30:00;152;Reelle
06:00:00;142;Reelle
05:30:00;144;Reelle
05:00:00;150;Reelle
04:30:00;138;Reelle
04:00:00;150;Reelle
03:30:00;142;Reelle
03:00:00;148;Reelle
02:30:00;150;Reelle
02:00:00;144;Reelle
01:30:00;1002;Reelle
01:00:00;990;Reelle
00:30:00;152;Reelle

31/07/2021;;
00:00:00;144;Reelle
23:30:00;142;Reelle
23:00:00;150;Reelle
22:30:00;138;Reelle
22:00:00;148;Reelle
21:30:00;144;Reelle
21:00:00;148;Reelle
20:30:00;158;Reelle
20:00:00;144;Reelle
19:30:00;150;Reelle
19:00:00;146;Reelle
18:30:00;142;Reelle
18:00:00;152;Reelle
17:30:00;144;Reelle
17:00:00;162;Reelle
16:30:00;176;Reelle
16:00:00;172;Reelle
15:30:00;2;Reelle
15:00:00;4;Reelle
14:30:00;0;Reelle
14:00:00;0;Reelle
13:30:00;2126;Reelle
13:00:00;3902;Reelle
12:30:00;908;Reelle
12:00:00;0;Reelle
11:30:00;0;Reelle
11:00:00;0;Reelle
10:30:00;0;Reelle
10:00:00;44;Reelle
09:30:00;124;Reelle
09:00:00;70;Reelle
08:30:00;38;Reelle
08:00:00;38;Reelle
07:30:00;40;Reelle
07:00:00;42;Reelle
06:30:00;50;Reelle
06:00:00;52;Reelle
05:30:00;50;Reelle
05:00:00;782;Reelle
04:30:00;50;Reelle
04:00:00;854;Reelle
03:30:00;404;Reelle
03:00:00;50;Reelle
02:30:00;52;Reelle
02:00:00;50;Reelle
01:30:00;2546;Reelle
01:00:00;974;Reelle
00:30:00;330;Reelle

30/07/2021;;
00:00:00;502;Reelle
23:30:00;534;Reelle
23:00:00;726;Reelle
22:30:00;1010;Reelle
22:00:00;792;Reelle
21:30:00;1024;Reelle
21:00:00;1264;Reelle
20:30:00;920;Reelle
20:00:00;776;Reelle
19:30:00;534;Reelle
19:00:00;1020;Reelle
18:30:00;404;Reelle
18:00:00;778;Reelle
17:30:00;516;Reelle
17:00:00;354;Reelle
16:30:00;612;Reelle
16:00:00;732;Reelle
15:30:00;410;Reelle
15:00:00;300;Reelle
14:30:00;306;Reelle
14:00:00;746;Reelle
13:30:00;2360;Reelle
13:00:00;3696;Reelle
12:30:00;1604;Reelle
12:00:00;350;Reelle
11:30:00;364;Reelle
11:00:00;372;Reelle
10:30:00;376;Reelle
10:00:00;418;Reelle
09:30:00;444;Reelle
09:00:00;448;Reelle
08:30:00;450;Reelle
08:00:00;526;Reelle
07:30:00;366;Reelle
07:00:00;42;Reelle
06:30:00;50;Reelle
06:00:00;52;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;50;Reelle
04:00:00;578;Reelle
03:30:00;656;Reelle
03:00:00;452;Reelle
02:30:00;788;Reelle
02:00:00;770;Reelle
01:30:00;2676;Reelle
01:00:00;940;Reelle
00:30:00;50;Reelle

29/07/2021;;
00:00:00;50;Reelle
00:00:00;50;Reelle
23:30:00;52;Reelle
23:30:00;52;Reelle
23:00:00;50;Reelle
23:00:00;50;Reelle
22:30:00;52;Reelle
22:30:00;52;Reelle
22:00:00;50;Reelle
22:00:00;50;Reelle
21:30:00;42;Reelle
21:30:00;42;Reelle
21:00:00;20;Reelle
21:00:00;20;Reelle
20:30:00;0;Reelle
20:30:00;0;Reelle
20:00:00;0;Reelle
20:00:00;0;Reelle
19:30:00;0;Reelle
19:30:00;0;Reelle
19:00:00;0;Reelle
19:00:00;0;Reelle
18:30:00;0;Reelle
18:30:00;0;Reelle
18:00:00;2;Reelle
18:00:00;2;Reelle
17:30:00;2;Reelle
17:30:00;2;Reelle
17:00:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:30:00;0;Reelle
16:00:00;0;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:30:00;0;Reelle
15:00:00;2;Reelle
15:00:00;2;Reelle
14:30:00;0;Reelle
14:30:00;0;Reelle
14:00:00;0;Reelle
14:00:00;0;Reelle
13:30:00;46;Reelle
13:30:00;46;Reelle
13:00:00;966;Reelle
13:00:00;966;Reelle
12:30:00;334;Reelle
12:30:00;334;Reelle
12:00:00;1668;Reelle
12:00:00;1668;Reelle
11:30:00;0;Reelle
11:30:00;0;Reelle
11:00:00;2;Reelle
11:00:00;2;Reelle
10:30:00;30;Reelle
10:30:00;30;Reelle
10:00:00;28;Reelle
10:00:00;28;Reelle
09:30:00;0;Reelle
09:30:00;0;Reelle
09:00:00;170;Reelle
09:00:00;170;Reelle
08:30:00;312;Reelle
08:30:00;312;Reelle
08:00:00;500;Reelle
08:00:00;500;Reelle
07:30:00;678;Reelle
07:30:00;678;Reelle
07:00:00;364;Reelle
07:00:00;364;Reelle
06:30:00;188;Reelle
06:30:00;188;Reelle
06:00:00;194;Reelle
06:00:00;194;Reelle
05:30:00;180;Reelle
05:30:00;180;Reelle
05:00:00;192;Reelle
05:00:00;192;Reelle
04:30:00;178;Reelle
04:30:00;178;Reelle
04:00:00;194;Reelle
04:00:00;194;Reelle
03:30:00;176;Reelle
03:30:00;176;Reelle
03:00:00;194;Reelle
03:00:00;194;Reelle
02:30:00;178;Reelle
02:30:00;178;Reelle
02:00:00;194;Reelle
02:00:00;194;Reelle
01:30:00;1764;Reelle
01:30:00;1764;Reelle
01:00:00;1054;Reelle
01:00:00;1054;Reelle
00:30:00;252;Reelle
00:30:00;252;Reelle

28/07/2021;;
00:00:00;364;Reelle
23:30:00;472;Reelle
23:00:00;600;Reelle
22:30:00;872;Reelle
22:00:00;802;Reelle
21:30:00;516;Reelle
21:00:00;1056;Reelle
20:30:00;436;Reelle
20:00:00;228;Reelle
19:30:00;1188;Reelle
19:00:00;616;Reelle
18:30:00;328;Reelle
18:00:00;256;Reelle
17:30:00;234;Reelle
17:00:00;212;Reelle
16:30:00;222;Reelle
16:00:00;266;Reelle
15:30:00;220;Reelle
15:00:00;278;Reelle
14:30:00;340;Reelle
14:00:00;1142;Reelle
13:30:00;230;Reelle
13:00:00;2070;Reelle
12:30:00;1464;Reelle
12:00:00;532;Reelle
11:30:00;242;Reelle
11:00:00;238;Reelle
10:30:00;336;Reelle
10:00:00;514;Reelle
09:30:00;272;Reelle
09:00:00;290;Reelle
08:30:00;188;Reelle
08:00:00;334;Reelle
07:30:00;640;Reelle
07:00:00;364;Reelle
06:30:00;200;Reelle
06:00:00;190;Reelle
05:30:00;198;Reelle
05:00:00;188;Reelle
04:30:00;216;Reelle
04:00:00;272;Reelle
03:30:00;310;Reelle
03:00:00;1784;Reelle
02:30:00;1762;Reelle
02:00:00;0;Reelle
01:30:00;0;Reelle
01:00:00;0;Reelle
00:30:00;0;Reelle

27/07/2021;;
00:00:00;0;Reelle
23:30:00;0;Reelle
23:00:00;0;Reelle
22:30:00;0;Reelle
22:00:00;0;Reelle
21:30:00;0;Reelle
21:00:00;0;Reelle
20:30:00;0;Reelle
20:00:00;0;Reelle
19:30:00;252;Reelle
19:00:00;1186;Reelle
18:30:00;6;Reelle
18:00:00;24;Reelle
17:30:00;36;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:00:00;0;Reelle
14:30:00;228;Reelle
14:00:00;1570;Reelle
13:30:00;0;Reelle
13:00:00;1832;Reelle
12:30:00;1164;Reelle
12:00:00;20;Reelle
11:30:00;30;Reelle
11:00:00;36;Reelle
10:30:00;38;Reelle
10:00:00;34;Reelle
09:30:00;36;Reelle
09:00:00;76;Reelle
08:30:00;74;Reelle
08:00:00;42;Reelle
07:30:00;40;Reelle
07:00:00;46;Reelle
06:30:00;50;Reelle
06:00:00;52;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;614;Reelle
04:00:00;728;Reelle
03:30:00;918;Reelle
03:00:00;1100;Reelle
02:30:00;1080;Reelle
02:00:00;410;Reelle
01:30:00;2284;Reelle
01:00:00;1204;Reelle
00:30:00;356;Reelle

26/07/2021;;
00:00:00;396;Reelle
23:30:00;470;Reelle
23:00:00;622;Reelle
22:30:00;814;Reelle
22:00:00;982;Reelle
21:30:00;712;Reelle
21:00:00;418;Reelle
20:30:00;354;Reelle
20:00:00;368;Reelle
19:30:00;394;Reelle
19:00:00;414;Reelle
18:30:00;374;Reelle
18:00:00;528;Reelle
17:30:00;430;Reelle
17:00:00;368;Reelle
16:30:00;374;Reelle
16:00:00;396;Reelle
15:30:00;464;Reelle
15:00:00;530;Reelle
14:30:00;384;Reelle
14:00:00;364;Reelle
13:30:00;986;Reelle
13:00:00;4820;Reelle
12:30:00;1620;Reelle
12:00:00;398;Reelle
11:30:00;406;Reelle
11:00:00;392;Reelle
10:30:00;444;Reelle
10:00:00;412;Reelle
09:30:00;678;Reelle
09:00:00;458;Reelle
08:30:00;448;Reelle
08:00:00;462;Reelle
07:30:00;54;Reelle
07:00:00;46;Reelle
06:30:00;52;Reelle
06:00:00;50;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;52;Reelle
04:00:00;1142;Reelle
03:30:00;52;Reelle
03:00:00;882;Reelle
02:30:00;390;Reelle
02:00:00;112;Reelle
01:30:00;2688;Reelle
01:00:00;950;Reelle
00:30:00;50;Reelle

25/07/2021;;
00:00:00;50;Reelle
23:30:00;52;Reelle
23:00:00;50;Reelle
22:30:00;52;Reelle
22:00:00;52;Reelle
21:30:00;42;Reelle
21:00:00;40;Reelle
20:30:00;38;Reelle
20:00:00;36;Reelle
19:30:00;38;Reelle
19:00:00;28;Reelle
18:30:00;8;Reelle
18:00:00;34;Reelle
17:30:00;34;Reelle
17:00:00;0;Reelle
16:30:00;20;Reelle
16:00:00;116;Reelle
15:30:00;274;Reelle
15:00:00;394;Reelle
14:30:00;358;Reelle
14:00:00;364;Reelle
13:30:00;726;Reelle
13:00:00;1578;Reelle
12:30:00;1108;Reelle
12:00:00;398;Reelle
11:30:00;458;Reelle
11:00:00;436;Reelle
10:30:00;514;Reelle
10:00:00;404;Reelle
09:30:00;426;Reelle
09:00:00;678;Reelle
08:30:00;402;Reelle
08:00:00;404;Reelle
07:30:00;344;Reelle
07:00:00;350;Reelle
06:30:00;350;Reelle
06:00:00;406;Reelle
05:30:00;332;Reelle
05:00:00;352;Reelle
04:30:00;330;Reelle
04:00:00;360;Reelle
03:30:00;346;Reelle
03:00:00;348;Reelle
02:30:00;348;Reelle
02:00:00;336;Reelle
01:30:00;2568;Reelle
01:00:00;1196;Reelle
00:30:00;472;Reelle

24/07/2021;;
00:00:00;488;Reelle
23:30:00;1174;Reelle
23:00:00;88;Reelle
22:30:00;52;Reelle
22:00:00;56;Reelle
21:30:00;48;Reelle
21:00:00;28;Reelle
20:30:00;0;Reelle
20:00:00;352;Reelle
19:30:00;76;Reelle
19:00:00;0;Reelle
18:30:00;118;Reelle
18:00:00;858;Reelle
17:30:00;260;Reelle
17:00:00;172;Reelle
16:30:00;350;Reelle
16:00:00;430;Reelle
15:30:00;396;Reelle
15:00:00;556;Reelle
14:30:00;1018;Reelle
14:00:00;340;Reelle
13:30:00;1906;Reelle
13:00:00;1902;Reelle
12:30:00;912;Reelle
12:00:00;360;Reelle
11:30:00;388;Reelle
11:00:00;626;Reelle
10:30:00;130;Reelle
10:00:00;0;Reelle
09:30:00;0;Reelle
09:00:00;0;Reelle
08:30:00;0;Reelle
08:00:00;50;Reelle
07:30:00;40;Reelle
07:00:00;42;Reelle
06:30:00;50;Reelle
06:00:00;52;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;50;Reelle
04:00:00;52;Reelle
03:30:00;50;Reelle
03:00:00;52;Reelle
02:30:00;50;Reelle
02:00:00;52;Reelle
01:30:00;2610;Reelle
01:00:00;938;Reelle
00:30:00;52;Reelle

23/07/2021;;
00:00:00;50;Reelle
23:30:00;50;Reelle
23:00:00;52;Reelle
22:30:00;52;Reelle
22:00:00;140;Reelle
21:30:00;42;Reelle
21:00:00;36;Reelle
20:30:00;30;Reelle
20:00:00;22;Reelle
19:30:00;30;Reelle
19:00:00;0;Reelle
18:30:00;0;Reelle
18:00:00;0;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;2;Reelle
15:30:00;0;Reelle
15:00:00;28;Reelle
14:30:00;190;Reelle
14:00:00;248;Reelle
13:30:00;308;Reelle
13:00:00;1246;Reelle
12:30:00;656;Reelle
12:00:00;244;Reelle
11:30:00;326;Reelle
11:00:00;374;Reelle
10:30:00;404;Reelle
10:00:00;416;Reelle
09:30:00;186;Reelle
09:00:00;38;Reelle
08:30:00;40;Reelle
08:00:00;52;Reelle
07:30:00;112;Reelle
07:00:00;40;Reelle
06:30:00;48;Reelle
06:00:00;52;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;52;Reelle
04:00:00;50;Reelle
03:30:00;50;Reelle
03:00:00;52;Reelle
02:30:00;50;Reelle
02:00:00;52;Reelle
01:30:00;2054;Reelle
01:00:00;934;Reelle
00:30:00;52;Reelle

22/07/2021;;
00:00:00;50;Reelle
23:30:00;52;Reelle
23:00:00;50;Reelle
22:30:00;52;Reelle
22:00:00;86;Reelle
21:30:00;108;Reelle
21:00:00;38;Reelle
20:30:00;12;Reelle
20:00:00;4;Reelle
19:30:00;0;Reelle
19:00:00;0;Reelle
18:30:00;0;Reelle
18:00:00;0;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:00:00;58;Reelle
14:30:00;170;Reelle
14:00:00;222;Reelle
13:30:00;674;Reelle
13:00:00;1506;Reelle
12:30:00;636;Reelle
12:00:00;358;Reelle
11:30:00;366;Reelle
11:00:00;398;Reelle
10:30:00;434;Reelle
10:00:00;406;Reelle
09:30:00;454;Reelle
09:00:00;408;Reelle
08:30:00;408;Reelle
08:00:00;496;Reelle
07:30:00;310;Reelle
07:00:00;42;Reelle
06:30:00;48;Reelle
06:00:00;52;Reelle
05:30:00;50;Reelle
05:00:00;52;Reelle
04:30:00;50;Reelle
04:00:00;50;Reelle
03:30:00;52;Reelle
03:00:00;50;Reelle
02:30:00;52;Reelle
02:00:00;50;Reelle
01:30:00;2576;Reelle
01:00:00;952;Reelle
00:30:00;46;Reelle

21/07/2021;;
00:00:00;52;Reelle
23:30:00;50;Reelle
23:00:00;52;Reelle
22:30:00;52;Reelle
22:00:00;156;Reelle
21:30:00;40;Reelle
21:00:00;14;Reelle
20:30:00;286;Reelle
20:00:00;4;Reelle
19:30:00;0;Reelle
19:00:00;0;Reelle
18:30:00;0;Reelle
18:00:00;4;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;66;Reelle
15:30:00;276;Reelle
15:00:00;204;Reelle
14:30:00;230;Reelle
14:00:00;190;Reelle
13:30:00;220;Reelle
13:00:00;1042;Reelle
12:30:00;638;Reelle
12:00:00;388;Reelle
11:30:00;376;Reelle
11:00:00;382;Reelle
10:30:00;474;Reelle
10:00:00;396;Reelle
09:30:00;402;Reelle
09:00:00;164;Reelle
08:30:00;492;Reelle
08:00:00;1376;Reelle
07:30:00;160;Reelle
07:00:00;42;Reelle
06:30:00;46;Reelle
06:00:00;52;Reelle
05:30:00;52;Reelle
05:00:00;50;Reelle
04:30:00;52;Reelle
04:00:00;50;Reelle
03:30:00;856;Reelle
03:00:00;356;Reelle
02:30:00;492;Reelle
02:00:00;370;Reelle
01:30:00;2366;Reelle
01:00:00;948;Reelle
00:30:00;52;Reelle

20/07/2021;;
00:00:00;50;Reelle
23:30:00;50;Reelle
23:00:00;52;Reelle
22:30:00;144;Reelle
22:00:00;110;Reelle
21:30:00;50;Reelle
21:00:00;88;Reelle
20:30:00;18;Reelle
20:00:00;0;Reelle
19:30:00;0;Reelle
19:00:00;0;Reelle
18:30:00;0;Reelle
18:00:00;2;Reelle
17:30:00;0;Reelle
17:00:00;8;Reelle
16:30:00;0;Reelle
16:00:00;4;Reelle
15:30:00;186;Reelle
15:00:00;210;Reelle
14:30:00;198;Reelle
14:00:00;196;Reelle
13:30:00;394;Reelle
13:00:00;936;Reelle
12:30:00;584;Reelle
12:00:00;362;Reelle
11:30:00;370;Reelle
11:00:00;392;Reelle
10:30:00;388;Reelle
10:00:00;532;Reelle
09:30:00;408;Reelle
09:00:00;494;Reelle
08:30:00;40;Reelle
08:00:00;42;Reelle
07:30:00;214;Reelle
07:00:00;90;Reelle
06:30:00;48;Reelle
06:00:00;52;Reelle
05:30:00;50;Reelle
05:00:00;52;Reelle
04:30:00;50;Reelle
04:00:00;52;Reelle
03:30:00;50;Reelle
03:00:00;50;Reelle
02:30:00;52;Reelle
02:00:00;50;Reelle
01:30:00;2544;Reelle
01:00:00;940;Reelle
00:30:00;52;Reelle

19/07/2021;;
00:00:00;50;Reelle
23:30:00;52;Reelle
23:00:00;50;Reelle
22:30:00;52;Reelle
22:00:00;48;Reelle
21:30:00;42;Reelle
21:00:00;36;Reelle
20:30:00;32;Reelle
20:00:00;10;Reelle
19:30:00;70;Reelle
19:00:00;16;Reelle
18:30:00;8;Reelle
18:00:00;0;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:00:00;192;Reelle
14:30:00;214;Reelle
14:00:00;320;Reelle
13:30:00;820;Reelle
13:00:00;1040;Reelle
12:30:00;706;Reelle
12:00:00;348;Reelle
11:30:00;380;Reelle
11:00:00;408;Reelle
10:30:00;396;Reelle
10:00:00;408;Reelle
09:30:00;502;Reelle
09:00:00;508;Reelle
08:30:00;402;Reelle
08:00:00;446;Reelle
07:30:00;696;Reelle
07:00:00;594;Reelle
06:30:00;324;Reelle
06:00:00;52;Reelle
05:30:00;50;Reelle
05:00:00;52;Reelle
04:30:00;50;Reelle
04:00:00;114;Reelle
03:30:00;1024;Reelle
03:00:00;406;Reelle
02:30:00;468;Reelle
02:00:00;1118;Reelle
01:30:00;2702;Reelle
01:00:00;950;Reelle
00:30:00;50;Reelle

18/07/2021;;
00:00:00;50;Reelle
00:00:00;50;Reelle
23:30:00;52;Reelle
23:30:00;52;Reelle
23:00:00;52;Reelle
23:00:00;52;Reelle
22:30:00;54;Reelle
22:30:00;54;Reelle
22:00:00;52;Reelle
22:00:00;52;Reelle
21:30:00;42;Reelle
21:30:00;42;Reelle
21:00:00;4;Reelle
21:00:00;4;Reelle
20:30:00;0;Reelle
20:30:00;0;Reelle
20:00:00;0;Reelle
20:00:00;0;Reelle
19:30:00;0;Reelle
19:30:00;0;Reelle
19:00:00;0;Reelle
19:00:00;0;Reelle
18:30:00;0;Reelle
18:30:00;0;Reelle
18:00:00;2;Reelle
18:00:00;2;Reelle
17:30:00;0;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:30:00;0;Reelle
16:00:00;0;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:30:00;0;Reelle
15:00:00;22;Reelle
15:00:00;22;Reelle
14:30:00;202;Reelle
14:30:00;202;Reelle
14:00:00;330;Reelle
14:00:00;330;Reelle
13:30:00;352;Reelle
13:30:00;352;Reelle
13:00:00;976;Reelle
13:00:00;976;Reelle
12:30:00;622;Reelle
12:30:00;622;Reelle
12:00:00;720;Reelle
12:00:00;720;Reelle
11:30:00;522;Reelle
11:30:00;522;Reelle
11:00:00;488;Reelle
11:00:00;488;Reelle
10:30:00;490;Reelle
10:30:00;490;Reelle
10:00:00;636;Reelle
10:00:00;636;Reelle
09:30:00;438;Reelle
09:30:00;438;Reelle
09:00:00;718;Reelle
09:00:00;718;Reelle
08:30:00;498;Reelle
08:30:00;498;Reelle
08:00:00;420;Reelle
08:00:00;420;Reelle
07:30:00;266;Reelle
07:30:00;266;Reelle
07:00:00;42;Reelle
07:00:00;42;Reelle
06:30:00;46;Reelle
06:30:00;46;Reelle
06:00:00;52;Reelle
06:00:00;52;Reelle
05:30:00;50;Reelle
05:30:00;50;Reelle
05:00:00;50;Reelle
05:00:00;50;Reelle
04:30:00;52;Reelle
04:30:00;52;Reelle
04:00:00;50;Reelle
04:00:00;50;Reelle
03:30:00;52;Reelle
03:30:00;52;Reelle
03:00:00;50;Reelle
03:00:00;50;Reelle
02:30:00;52;Reelle
02:30:00;52;Reelle
02:00:00;50;Reelle
02:00:00;50;Reelle
01:30:00;2296;Reelle
01:30:00;2296;Reelle
01:00:00;978;Reelle
01:00:00;978;Reelle
00:30:00;50;Reelle
00:30:00;50;Reelle

17/07/2021;;
00:00:00;52;Reelle
23:30:00;50;Reelle
23:00:00;50;Reelle
22:30:00;52;Reelle
22:00:00;48;Reelle
21:30:00;42;Reelle
21:00:00;34;Reelle
20:30:00;12;Reelle
20:00:00;0;Reelle
19:30:00;564;Reelle
19:00:00;0;Reelle
18:30:00;0;Reelle
18:00:00;0;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;8;Reelle
15:30:00;192;Reelle
15:00:00;176;Reelle
14:30:00;186;Reelle
14:00:00;298;Reelle
13:30:00;674;Reelle
13:00:00;2310;Reelle
12:30:00;1270;Reelle
12:00:00;378;Reelle
11:30:00;344;Reelle
11:00:00;220;Reelle
10:30:00;352;Reelle
10:00:00;164;Reelle
09:30:00;294;Reelle
09:00:00;538;Reelle
08:30:00;224;Reelle
08:00:00;166;Reelle
07:30:00;182;Reelle
07:00:00;196;Reelle
06:30:00;178;Reelle
06:00:00;206;Reelle
05:30:00;936;Reelle
05:00:00;522;Reelle
04:30:00;648;Reelle
04:00:00;550;Reelle
03:30:00;194;Reelle
03:00:00;186;Reelle
02:30:00;194;Reelle
02:00:00;188;Reelle
01:30:00;2034;Reelle
01:00:00;1044;Reelle
00:30:00;200;Reelle

16/07/2021;;
00:00:00;24;Reelle
23:30:00;36;Reelle
23:00:00;54;Reelle
22:30:00;58;Reelle
22:00:00;50;Reelle
21:30:00;116;Reelle
21:00:00;4;Reelle
20:30:00;0;Reelle
20:00:00;0;Reelle
19:30:00;0;Reelle
19:00:00;0;Reelle
18:30:00;0;Reelle
18:00:00;0;Reelle
17:30:00;148;Reelle
17:00:00;400;Reelle
16:30:00;310;Reelle
16:00:00;224;Reelle
15:30:00;246;Reelle
15:00:00;244;Reelle
14:30:00;328;Reelle
14:00:00;356;Reelle
13:30:00;592;Reelle
13:00:00;936;Reelle
12:30:00;970;Reelle
12:00:00;362;Reelle
11:30:00;384;Reelle
11:00:00;416;Reelle
10:30:00;426;Reelle
10:00:00;448;Reelle
09:30:00;614;Reelle
09:00:00;522;Reelle
08:30:00;476;Reelle
08:00:00;540;Reelle
07:30:00;698;Reelle
07:00:00;188;Reelle
06:30:00;50;Reelle
06:00:00;54;Reelle
05:30:00;50;Reelle
05:00:00;52;Reelle
04:30:00;50;Reelle
04:00:00;50;Reelle
03:30:00;52;Reelle
03:00:00;50;Reelle
02:30:00;52;Reelle
02:00:00;50;Reelle
01:30:00;2632;Reelle
01:00:00;950;Reelle
00:30:00;50;Reelle

15/07/2021;;
00:00:00;50;Reelle
23:30:00;52;Reelle
23:00:00;50;Reelle
22:30:00;52;Reelle
22:00:00;52;Reelle
21:30:00;48;Reelle
21:00:00;42;Reelle
20:30:00;42;Reelle
20:00:00;30;Reelle
19:30:00;0;Reelle
19:00:00;18;Reelle
18:30:00;18;Reelle
18:00:00;2;Reelle
17:30:00;0;Reelle
17:00:00;0;Reelle
16:30:00;0;Reelle
16:00:00;0;Reelle
15:30:00;0;Reelle
15:00:00;2;Reelle
14:30:00;0;Reelle
14:00:00;0;Reelle
13:30:00;1858;Reelle
13:00:00;2958;Reelle
12:30:00;836;Reelle
12:00:00;0;Reelle
11:30:00;56;Reelle
11:00:00;204;Reelle
10:30:00;284;Reelle
10:00:00;344;Reelle
09:30:00;360;Reelle
09:00:00;570;Reelle
08:30:00;370;Reelle
08:00:00;522;Reelle
07:30:00;772;Reelle
07:00:00;498;Reelle
06:30:00;326;Reelle
06:00:00;386;Reelle
05:30:00;334;Reelle
05:00:00;312;Reelle
04:30:00;312;Reelle
04:00:00;318;Reelle
03:30:00;304;Reelle
03:00:00;324;Reelle
02:30:00;316;Reelle
02:00:00;320;Reelle
01:30:00;2698;Reelle
01:00:00;1138;Reelle
00:30:00;314;Reelle

14/07/2021;;
00:00:00;308;Reelle
23:30:00;370;Reelle
23:00:00;594;Reelle
22:30:00;808;Reelle
22:00:00;882;Reelle
21:30:00;472;Reelle
